Area;MTU;Hydro - Actual Aggregated [MW];Nuclear  - Actual Aggregated [MW];Other renewable  - Actual Aggregated [MW];Solar  - Actual Aggregated [MW];Wind - Actual Aggregated [MW]
BZN|ES;31.05.2021 22:00 - 31.05.2021 23:00 (CET);3997;4991;98;642;6615
BZN|ES;31.05.2021 23:00 - 01.06.2021 00:00 (CET);3476;4991;97;373;6426
BZN|ES;01.06.2021 00:00 - 01.06.2021 01:00 (CET);3455;4992;91;220;5759
BZN|ES;01.06.2021 01:00 - 01.06.2021 02:00 (CET);3206;4994;85;166;5444
BZN|ES;01.06.2021 02:00 - 01.06.2021 03:00 (CET);3123;4994;84;101;4727
BZN|ES;01.06.2021 03:00 - 01.06.2021 04:00 (CET);2911;4994;85;100;4804
BZN|ES;01.06.2021 04:00 - 01.06.2021 05:00 (CET);3060;4997;85;100;3956
BZN|ES;01.06.2021 05:00 - 01.06.2021 06:00 (CET);2955;4997;86;94;3873
BZN|ES;01.06.2021 06:00 - 01.06.2021 07:00 (CET);3723;4998;88;91;3775
BZN|ES;01.06.2021 07:00 - 01.06.2021 08:00 (CET);4870;4999;89;387;3396
BZN|ES;01.06.2021 08:00 - 01.06.2021 09:00 (CET);5260;5004;99;1474;3193
BZN|ES;01.06.2021 09:00 - 01.06.2021 10:00 (CET);5885;4998;95;2570;3042
BZN|ES;01.06.2021 10:00 - 01.06.2021 11:00 (CET);5989;5002;98;3491;3042
BZN|ES;01.06.2021 11:00 - 01.06.2021 12:00 (CET);5211;4998;99;4468;3323
BZN|ES;01.06.2021 12:00 - 01.06.2021 13:00 (CET);4286;4990;100;5493;4014
BZN|ES;01.06.2021 13:00 - 01.06.2021 14:00 (CET);3666;4991;98;6808;4665
BZN|ES;01.06.2021 14:00 - 01.06.2021 15:00 (CET);2998;4988;97;7218;5406
BZN|ES;01.06.2021 15:00 - 01.06.2021 16:00 (CET);2384;4986;102;8148;5608
BZN|ES;01.06.2021 16:00 - 01.06.2021 17:00 (CET);2853;4987;101;8272;5908
BZN|ES;01.06.2021 17:00 - 01.06.2021 18:00 (CET);2925;4991;98;7692;6531
BZN|ES;01.06.2021 18:00 - 01.06.2021 19:00 (CET);2809;4992;103;6659;6441
BZN|ES;01.06.2021 19:00 - 01.06.2021 20:00 (CET);3126;4996;103;5174;4816
BZN|ES;01.06.2021 20:00 - 01.06.2021 21:00 (CET);4411;5001;105;2724;3994
BZN|ES;01.06.2021 21:00 - 01.06.2021 22:00 (CET);5416;5004;102;828;3612
BZN|ES;01.06.2021 22:00 - 01.06.2021 23:00 (CET);5639;5007;102;493;3164
BZN|ES;01.06.2021 23:00 - 02.06.2021 00:00 (CET);5304;5007;102;392;2792
BZN|ES;02.06.2021 00:00 - 02.06.2021 01:00 (CET);4057;5004;95;298;2591
BZN|ES;02.06.2021 01:00 - 02.06.2021 02:00 (CET);3342;5002;90;219;2319
BZN|ES;02.06.2021 02:00 - 02.06.2021 03:00 (CET);3103;5001;92;149;2203
BZN|ES;02.06.2021 03:00 - 02.06.2021 04:00 (CET);3304;5005;93;107;2159
BZN|ES;02.06.2021 04:00 - 02.06.2021 05:00 (CET);3485;5005;92;75;1792
BZN|ES;02.06.2021 05:00 - 02.06.2021 06:00 (CET);3611;5007;89;51;1450
BZN|ES;02.06.2021 06:00 - 02.06.2021 07:00 (CET);4088;5006;89;56;1240
BZN|ES;02.06.2021 07:00 - 02.06.2021 08:00 (CET);4876;5007;92;673;1054
BZN|ES;02.06.2021 08:00 - 02.06.2021 09:00 (CET);4845;5007;94;3073;738
BZN|ES;02.06.2021 09:00 - 02.06.2021 10:00 (CET);3959;5005;99;6251;650
BZN|ES;02.06.2021 10:00 - 02.06.2021 11:00 (CET);3144;5004;97;8654;875
BZN|ES;02.06.2021 11:00 - 02.06.2021 12:00 (CET);2767;4997;94;9767;1246
BZN|ES;02.06.2021 12:00 - 02.06.2021 13:00 (CET);2674;4990;96;10424;1704
BZN|ES;02.06.2021 13:00 - 02.06.2021 14:00 (CET);2614;4986;99;10629;2071
BZN|ES;02.06.2021 14:00 - 02.06.2021 15:00 (CET);2583;4984;101;10719;2546
BZN|ES;02.06.2021 15:00 - 02.06.2021 16:00 (CET);2334;4981;103;10565;2957
BZN|ES;02.06.2021 16:00 - 02.06.2021 17:00 (CET);2043;4979;102;10029;3298
BZN|ES;02.06.2021 17:00 - 02.06.2021 18:00 (CET);2139;4979;101;9081;3583
BZN|ES;02.06.2021 18:00 - 02.06.2021 19:00 (CET);2270;4987;100;8353;3963
BZN|ES;02.06.2021 19:00 - 02.06.2021 20:00 (CET);2742;4986;101;6449;4173
BZN|ES;02.06.2021 20:00 - 02.06.2021 21:00 (CET);3777;4984;103;3148;4400
BZN|ES;02.06.2021 21:00 - 02.06.2021 22:00 (CET);4438;4986;103;934;4572
BZN|ES;02.06.2021 22:00 - 02.06.2021 23:00 (CET);4247;4990;101;600;5054
BZN|ES;02.06.2021 23:00 - 03.06.2021 00:00 (CET);2963;4992;100;590;4998
BZN|ES;03.06.2021 00:00 - 03.06.2021 01:00 (CET);2535;4991;94;589;5025
BZN|ES;03.06.2021 01:00 - 03.06.2021 02:00 (CET);2170;4994;92;586;5072
BZN|ES;03.06.2021 02:00 - 03.06.2021 03:00 (CET);2305;4995;94;583;5074
BZN|ES;03.06.2021 03:00 - 03.06.2021 04:00 (CET);2111;4996;94;579;5026
BZN|ES;03.06.2021 04:00 - 03.06.2021 05:00 (CET);2563;4998;94;577;4499
BZN|ES;03.06.2021 05:00 - 03.06.2021 06:00 (CET);2399;5004;95;512;3730
BZN|ES;03.06.2021 06:00 - 03.06.2021 07:00 (CET);3051;5005;95;255;3336
BZN|ES;03.06.2021 07:00 - 03.06.2021 08:00 (CET);3811;5005;98;769;3138
BZN|ES;03.06.2021 08:00 - 03.06.2021 09:00 (CET);3818;5005;99;3205;2856
BZN|ES;03.06.2021 09:00 - 03.06.2021 10:00 (CET);3097;5005;100;6552;2884
BZN|ES;03.06.2021 10:00 - 03.06.2021 11:00 (CET);2759;5002;100;8749;3085
BZN|ES;03.06.2021 11:00 - 03.06.2021 12:00 (CET);2394;5000;101;9607;3437
BZN|ES;03.06.2021 12:00 - 03.06.2021 13:00 (CET);2203;5002;100;10143;3770
BZN|ES;03.06.2021 13:00 - 03.06.2021 14:00 (CET);2279;5002;102;10149;4272
BZN|ES;03.06.2021 14:00 - 03.06.2021 15:00 (CET);2317;4999;102;10105;4737
BZN|ES;03.06.2021 15:00 - 03.06.2021 16:00 (CET);2762;4998;101;9834;5352
BZN|ES;03.06.2021 16:00 - 03.06.2021 17:00 (CET);2384;5000;101;9150;6043
BZN|ES;03.06.2021 17:00 - 03.06.2021 18:00 (CET);2429;5000;102;8016;7313
BZN|ES;03.06.2021 18:00 - 03.06.2021 19:00 (CET);3049;5000;107;7054;7835
BZN|ES;03.06.2021 19:00 - 03.06.2021 20:00 (CET);3593;5003;112;4918;8481
BZN|ES;03.06.2021 20:00 - 03.06.2021 21:00 (CET);3422;5004;113;2572;7846
BZN|ES;03.06.2021 21:00 - 03.06.2021 22:00 (CET);3561;5003;113;876;7339
BZN|ES;03.06.2021 22:00 - 03.06.2021 23:00 (CET);3844;5004;113;573;7455
BZN|ES;03.06.2021 23:00 - 04.06.2021 00:00 (CET);3596;5005;109;561;6586
BZN|ES;04.06.2021 00:00 - 04.06.2021 01:00 (CET);2356;5005;103;543;6231
BZN|ES;04.06.2021 01:00 - 04.06.2021 02:00 (CET);2222;5000;105;498;5200
BZN|ES;04.06.2021 02:00 - 04.06.2021 03:00 (CET);2237;5000;107;497;4233
BZN|ES;04.06.2021 03:00 - 04.06.2021 04:00 (CET);1905;5000;103;442;3980
BZN|ES;04.06.2021 04:00 - 04.06.2021 05:00 (CET);2029;5004;103;326;3268
BZN|ES;04.06.2021 05:00 - 04.06.2021 06:00 (CET);2194;5004;103;287;2796
BZN|ES;04.06.2021 06:00 - 04.06.2021 07:00 (CET);3115;5006;104;222;2446
BZN|ES;04.06.2021 07:00 - 04.06.2021 08:00 (CET);4443;5006;105;454;2302
BZN|ES;04.06.2021 08:00 - 04.06.2021 09:00 (CET);4814;5008;108;1995;2284
BZN|ES;04.06.2021 09:00 - 04.06.2021 10:00 (CET);4496;5008;108;4344;2347
BZN|ES;04.06.2021 10:00 - 04.06.2021 11:00 (CET);3543;5007;108;6283;2455
BZN|ES;04.06.2021 11:00 - 04.06.2021 12:00 (CET);3281;5008;110;7711;2800
BZN|ES;04.06.2021 12:00 - 04.06.2021 13:00 (CET);3289;5007;107;8344;2900
BZN|ES;04.06.2021 13:00 - 04.06.2021 14:00 (CET);3492;5006;109;8804;3002
BZN|ES;04.06.2021 14:00 - 04.06.2021 15:00 (CET);2419;5002;105;8965;3652
BZN|ES;04.06.2021 15:00 - 04.06.2021 16:00 (CET);1898;5002;107;8717;4455
BZN|ES;04.06.2021 16:00 - 04.06.2021 17:00 (CET);2046;4999;108;7947;5109
BZN|ES;04.06.2021 17:00 - 04.06.2021 18:00 (CET);2421;4998;109;7396;5404
BZN|ES;04.06.2021 18:00 - 04.06.2021 19:00 (CET);2705;4997;110;5999;5518
BZN|ES;04.06.2021 19:00 - 04.06.2021 20:00 (CET);2840;4995;112;4786;5961
BZN|ES;04.06.2021 20:00 - 04.06.2021 21:00 (CET);3313;4996;112;2279;6352
BZN|ES;04.06.2021 21:00 - 04.06.2021 22:00 (CET);3853;4997;112;685;6406
BZN|ES;04.06.2021 22:00 - 04.06.2021 23:00 (CET);3663;4997;112;439;7005
BZN|ES;04.06.2021 23:00 - 05.06.2021 00:00 (CET);2589;4997;112;401;7123
BZN|ES;05.06.2021 00:00 - 05.06.2021 01:00 (CET);2586;4998;100;394;6637
BZN|ES;05.06.2021 01:00 - 05.06.2021 02:00 (CET);2387;4999;97;389;6523
BZN|ES;05.06.2021 02:00 - 05.06.2021 03:00 (CET);2322;5000;100;336;6315
BZN|ES;05.06.2021 03:00 - 05.06.2021 04:00 (CET);2453;5004;98;331;5834
BZN|ES;05.06.2021 04:00 - 05.06.2021 05:00 (CET);2213;5008;97;317;5704
BZN|ES;05.06.2021 05:00 - 05.06.2021 06:00 (CET);2110;5010;96;224;5312
BZN|ES;05.06.2021 06:00 - 05.06.2021 07:00 (CET);2316;5013;96;141;4819
BZN|ES;05.06.2021 07:00 - 05.06.2021 08:00 (CET);2656;5011;96;438;4044
BZN|ES;05.06.2021 08:00 - 05.06.2021 09:00 (CET);2656;5010;96;1832;3167
BZN|ES;05.06.2021 09:00 - 05.06.2021 10:00 (CET);2661;5010;99;3562;2698
BZN|ES;05.06.2021 10:00 - 05.06.2021 11:00 (CET);3154;5010;101;5108;2140
BZN|ES;05.06.2021 11:00 - 05.06.2021 12:00 (CET);3487;5010;104;5833;1877
BZN|ES;05.06.2021 12:00 - 05.06.2021 13:00 (CET);2926;5007;102;6881;1432
BZN|ES;05.06.2021 13:00 - 05.06.2021 14:00 (CET);2852;5004;102;7236;1336
BZN|ES;05.06.2021 14:00 - 05.06.2021 15:00 (CET);2619;5002;102;7442;1257
BZN|ES;05.06.2021 15:00 - 05.06.2021 16:00 (CET);2207;5001;99;7032;1676
BZN|ES;05.06.2021 16:00 - 05.06.2021 17:00 (CET);2074;5001;98;6273;2132
BZN|ES;05.06.2021 17:00 - 05.06.2021 18:00 (CET);2184;5002;101;4601;2491
BZN|ES;05.06.2021 18:00 - 05.06.2021 19:00 (CET);3443;5002;103;3190;2766
BZN|ES;05.06.2021 19:00 - 05.06.2021 20:00 (CET);3298;5002;103;2560;3118
BZN|ES;05.06.2021 20:00 - 05.06.2021 21:00 (CET);3876;5003;101;1428;3422
BZN|ES;05.06.2021 21:00 - 05.06.2021 22:00 (CET);4206;5004;97;453;3596
BZN|ES;05.06.2021 22:00 - 05.06.2021 23:00 (CET);4128;5005;97;250;4203
BZN|ES;05.06.2021 23:00 - 06.06.2021 00:00 (CET);3358;5007;96;204;4592
BZN|ES;06.06.2021 00:00 - 06.06.2021 01:00 (CET);2953;5008;94;196;4472
BZN|ES;06.06.2021 01:00 - 06.06.2021 02:00 (CET);2468;5009;94;196;4619
BZN|ES;06.06.2021 02:00 - 06.06.2021 03:00 (CET);2280;5010;93;196;4922
BZN|ES;06.06.2021 03:00 - 06.06.2021 04:00 (CET);2407;5012;93;167;5427
BZN|ES;06.06.2021 04:00 - 06.06.2021 05:00 (CET);2596;5014;91;168;5664
BZN|ES;06.06.2021 05:00 - 06.06.2021 06:00 (CET);2844;5016;93;143;5837
BZN|ES;06.06.2021 06:00 - 06.06.2021 07:00 (CET);3212;5016;91;39;5649
BZN|ES;06.06.2021 07:00 - 06.06.2021 08:00 (CET);3302;5017;90;597;5593
BZN|ES;06.06.2021 08:00 - 06.06.2021 09:00 (CET);3291;5017;91;2972;5346
BZN|ES;06.06.2021 09:00 - 06.06.2021 10:00 (CET);3232;5018;89;6494;5015
BZN|ES;06.06.2021 10:00 - 06.06.2021 11:00 (CET);3540;5017;90;8947;4203
BZN|ES;06.06.2021 11:00 - 06.06.2021 12:00 (CET);3490;5016;89;10109;3779
BZN|ES;06.06.2021 12:00 - 06.06.2021 13:00 (CET);3384;5014;90;10618;3677
BZN|ES;06.06.2021 13:00 - 06.06.2021 14:00 (CET);3081;5011;87;10782;3724
BZN|ES;06.06.2021 14:00 - 06.06.2021 15:00 (CET);3334;5008;87;10822;4022
BZN|ES;06.06.2021 15:00 - 06.06.2021 16:00 (CET);4224;5007;91;10644;4233
BZN|ES;06.06.2021 16:00 - 06.06.2021 17:00 (CET);4262;5006;88;10318;4670
BZN|ES;06.06.2021 17:00 - 06.06.2021 18:00 (CET);4267;5005;85;9673;5279
BZN|ES;06.06.2021 18:00 - 06.06.2021 19:00 (CET);4091;5005;84;8585;5614
BZN|ES;06.06.2021 19:00 - 06.06.2021 20:00 (CET);3508;5004;85;6654;5591
BZN|ES;06.06.2021 20:00 - 06.06.2021 21:00 (CET);3573;5003;86;3385;5839
BZN|ES;06.06.2021 21:00 - 06.06.2021 22:00 (CET);3957;5006;84;1098;6456
BZN|ES;06.06.2021 22:00 - 06.06.2021 23:00 (CET);4040;5008;85;684;6918
BZN|ES;06.06.2021 23:00 - 07.06.2021 00:00 (CET);3069;5009;85;685;7027
BZN|ES;07.06.2021 00:00 - 07.06.2021 01:00 (CET);2152;5010;80;696;6831
BZN|ES;07.06.2021 01:00 - 07.06.2021 02:00 (CET);2247;5013;80;695;6795
BZN|ES;07.06.2021 02:00 - 07.06.2021 03:00 (CET);2504;5013;80;695;6711
BZN|ES;07.06.2021 03:00 - 07.06.2021 04:00 (CET);2750;5014;81;694;6187
BZN|ES;07.06.2021 04:00 - 07.06.2021 05:00 (CET);2814;5014;79;692;5432
BZN|ES;07.06.2021 05:00 - 07.06.2021 06:00 (CET);2431;5016;81;643;4784
BZN|ES;07.06.2021 06:00 - 07.06.2021 07:00 (CET);2529;5016;81;426;4299
BZN|ES;07.06.2021 07:00 - 07.06.2021 08:00 (CET);2809;5012;87;1050;3721
BZN|ES;07.06.2021 08:00 - 07.06.2021 09:00 (CET);3733;4984;95;3833;2990
BZN|ES;07.06.2021 09:00 - 07.06.2021 10:00 (CET);2818;4964;91;7636;2578
BZN|ES;07.06.2021 10:00 - 07.06.2021 11:00 (CET);2250;4959;90;9706;2266
BZN|ES;07.06.2021 11:00 - 07.06.2021 12:00 (CET);2141;4956;91;10586;2208
BZN|ES;07.06.2021 12:00 - 07.06.2021 13:00 (CET);2070;4951;92;11027;2389
BZN|ES;07.06.2021 13:00 - 07.06.2021 14:00 (CET);2108;4946;92;11110;2588
BZN|ES;07.06.2021 14:00 - 07.06.2021 15:00 (CET);1903;4943;91;11093;2911
BZN|ES;07.06.2021 15:00 - 07.06.2021 16:00 (CET);1858;4944;95;10912;3383
BZN|ES;07.06.2021 16:00 - 07.06.2021 17:00 (CET);1778;4945;96;10512;3851
BZN|ES;07.06.2021 17:00 - 07.06.2021 18:00 (CET);1957;4943;100;9757;4287
BZN|ES;07.06.2021 18:00 - 07.06.2021 19:00 (CET);2692;4938;102;8516;4365
BZN|ES;07.06.2021 19:00 - 07.06.2021 20:00 (CET);3494;4939;102;6497;4428
BZN|ES;07.06.2021 20:00 - 07.06.2021 21:00 (CET);4004;4945;102;3394;4425
BZN|ES;07.06.2021 21:00 - 07.06.2021 22:00 (CET);4025;4951;101;1173;4585
BZN|ES;07.06.2021 22:00 - 07.06.2021 23:00 (CET);4012;4960;100;712;4960
BZN|ES;07.06.2021 23:00 - 08.06.2021 00:00 (CET);3155;4969;101;694;4930
BZN|ES;08.06.2021 00:00 - 08.06.2021 01:00 (CET);2628;4976;97;694;4504
BZN|ES;08.06.2021 01:00 - 08.06.2021 02:00 (CET);2117;4982;95;695;4065
BZN|ES;08.06.2021 02:00 - 08.06.2021 03:00 (CET);2000;4985;95;693;3408
BZN|ES;08.06.2021 03:00 - 08.06.2021 04:00 (CET);2058;4988;94;693;2816
BZN|ES;08.06.2021 04:00 - 08.06.2021 05:00 (CET);2094;4989;96;679;2368
BZN|ES;08.06.2021 05:00 - 08.06.2021 06:00 (CET);2472;4989;95;630;2048
BZN|ES;08.06.2021 06:00 - 08.06.2021 07:00 (CET);3077;4989;95;471;1976
BZN|ES;08.06.2021 07:00 - 08.06.2021 08:00 (CET);4029;4989;95;1004;2026
BZN|ES;08.06.2021 08:00 - 08.06.2021 09:00 (CET);4883;5005;100;3653;1505
BZN|ES;08.06.2021 09:00 - 08.06.2021 10:00 (CET);3165;5005;102;7333;1048
BZN|ES;08.06.2021 10:00 - 08.06.2021 11:00 (CET);2573;5001;102;9403;974
BZN|ES;08.06.2021 11:00 - 08.06.2021 12:00 (CET);2736;4997;100;10223;1058
BZN|ES;08.06.2021 12:00 - 08.06.2021 13:00 (CET);2858;4990;102;10747;1135
BZN|ES;08.06.2021 13:00 - 08.06.2021 14:00 (CET);2808;4986;100;10922;1576
BZN|ES;08.06.2021 14:00 - 08.06.2021 15:00 (CET);2784;4981;105;10903;2040
BZN|ES;08.06.2021 15:00 - 08.06.2021 16:00 (CET);2614;4975;105;10641;2552
BZN|ES;08.06.2021 16:00 - 08.06.2021 17:00 (CET);2518;4972;104;10197;2953
BZN|ES;08.06.2021 17:00 - 08.06.2021 18:00 (CET);2286;4969;108;9325;3395
BZN|ES;08.06.2021 18:00 - 08.06.2021 19:00 (CET);3167;4969;109;7786;4040
BZN|ES;08.06.2021 19:00 - 08.06.2021 20:00 (CET);3789;4972;109;5908;4533
BZN|ES;08.06.2021 20:00 - 08.06.2021 21:00 (CET);4473;4977;108;3064;4770
BZN|ES;08.06.2021 21:00 - 08.06.2021 22:00 (CET);4351;4980;108;1065;5148
BZN|ES;08.06.2021 22:00 - 08.06.2021 23:00 (CET);3873;4982;109;683;5939
BZN|ES;08.06.2021 23:00 - 09.06.2021 00:00 (CET);2268;4985;111;668;6742
BZN|ES;09.06.2021 00:00 - 09.06.2021 01:00 (CET);2029;4987;104;666;6552
BZN|ES;09.06.2021 01:00 - 09.06.2021 02:00 (CET);1798;4987;98;632;6391
BZN|ES;09.06.2021 02:00 - 09.06.2021 03:00 (CET);1918;4987;97;598;5349
BZN|ES;09.06.2021 03:00 - 09.06.2021 04:00 (CET);1932;4990;97;595;4686
BZN|ES;09.06.2021 04:00 - 09.06.2021 05:00 (CET);1925;4991;98;590;4478
BZN|ES;09.06.2021 05:00 - 09.06.2021 06:00 (CET);1787;4992;99;527;4348
BZN|ES;09.06.2021 06:00 - 09.06.2021 07:00 (CET);2665;4991;96;427;4305
BZN|ES;09.06.2021 07:00 - 09.06.2021 08:00 (CET);3304;4991;96;939;3883
BZN|ES;09.06.2021 08:00 - 09.06.2021 09:00 (CET);3985;4991;102;3472;2916
BZN|ES;09.06.2021 09:00 - 09.06.2021 10:00 (CET);3622;4992;103;6715;2070
BZN|ES;09.06.2021 10:00 - 09.06.2021 11:00 (CET);3620;4991;106;8723;1371
BZN|ES;09.06.2021 11:00 - 09.06.2021 12:00 (CET);3797;4987;104;9880;1035
BZN|ES;09.06.2021 12:00 - 09.06.2021 13:00 (CET);4152;4985;102;10536;974
BZN|ES;09.06.2021 13:00 - 09.06.2021 14:00 (CET);4313;4980;101;10697;1171
BZN|ES;09.06.2021 14:00 - 09.06.2021 15:00 (CET);3945;4975;100;10611;1671
BZN|ES;09.06.2021 15:00 - 09.06.2021 16:00 (CET);3420;4964;98;10413;2307
BZN|ES;09.06.2021 16:00 - 09.06.2021 17:00 (CET);3701;4960;103;9880;2894
BZN|ES;09.06.2021 17:00 - 09.06.2021 18:00 (CET);3472;4959;103;9160;3454
BZN|ES;09.06.2021 18:00 - 09.06.2021 19:00 (CET);3668;4963;103;8091;4186
BZN|ES;09.06.2021 19:00 - 09.06.2021 20:00 (CET);4267;4970;105;6161;5175
BZN|ES;09.06.2021 20:00 - 09.06.2021 21:00 (CET);4051;4973;108;3168;6193
BZN|ES;09.06.2021 21:00 - 09.06.2021 22:00 (CET);4167;4975;109;1042;6953
BZN|ES;09.06.2021 22:00 - 09.06.2021 23:00 (CET);3901;4961;107;670;7626
BZN|ES;09.06.2021 23:00 - 10.06.2021 00:00 (CET);3011;4929;107;634;7514
BZN|ES;10.06.2021 00:00 - 10.06.2021 01:00 (CET);2813;4885;101;625;6628
BZN|ES;10.06.2021 01:00 - 10.06.2021 02:00 (CET);2583;4869;98;579;6456
BZN|ES;10.06.2021 02:00 - 10.06.2021 03:00 (CET);2868;4251;99;537;6357
BZN|ES;10.06.2021 03:00 - 10.06.2021 04:00 (CET);3479;4012;100;456;5996
BZN|ES;10.06.2021 04:00 - 10.06.2021 05:00 (CET);3679;4013;102;335;5537
BZN|ES;10.06.2021 05:00 - 10.06.2021 06:00 (CET);3594;4010;101;217;5225
BZN|ES;10.06.2021 06:00 - 10.06.2021 07:00 (CET);3946;4012;98;182;4983
BZN|ES;10.06.2021 07:00 - 10.06.2021 08:00 (CET);4626;4013;98;867;4453
BZN|ES;10.06.2021 08:00 - 10.06.2021 09:00 (CET);5054;4018;106;3435;3254
BZN|ES;10.06.2021 09:00 - 10.06.2021 10:00 (CET);4165;4018;106;6762;2241
BZN|ES;10.06.2021 10:00 - 10.06.2021 11:00 (CET);3368;4016;99;9028;1796
BZN|ES;10.06.2021 11:00 - 10.06.2021 12:00 (CET);3719;4012;95;9980;1645
BZN|ES;10.06.2021 12:00 - 10.06.2021 13:00 (CET);4091;4010;99;10567;1762
BZN|ES;10.06.2021 13:00 - 10.06.2021 14:00 (CET);3869;4007;104;10884;2152
BZN|ES;10.06.2021 14:00 - 10.06.2021 15:00 (CET);3577;4005;107;10906;2612
BZN|ES;10.06.2021 15:00 - 10.06.2021 16:00 (CET);2935;4005;107;10741;3027
BZN|ES;10.06.2021 16:00 - 10.06.2021 17:00 (CET);2633;4003;107;10267;3340
BZN|ES;10.06.2021 17:00 - 10.06.2021 18:00 (CET);2798;4002;107;9481;3944
BZN|ES;10.06.2021 18:00 - 10.06.2021 19:00 (CET);3338;4002;107;8198;4472
BZN|ES;10.06.2021 19:00 - 10.06.2021 20:00 (CET);4613;4004;109;5865;5161
BZN|ES;10.06.2021 20:00 - 10.06.2021 21:00 (CET);4938;4007;109;2705;5808
BZN|ES;10.06.2021 21:00 - 10.06.2021 22:00 (CET);4571;4009;109;902;6485
BZN|ES;10.06.2021 22:00 - 10.06.2021 23:00 (CET);4578;4011;107;645;7254
BZN|ES;10.06.2021 23:00 - 11.06.2021 00:00 (CET);3238;4011;108;636;7699
BZN|ES;11.06.2021 00:00 - 11.06.2021 01:00 (CET);2746;4012;101;632;8066
BZN|ES;11.06.2021 01:00 - 11.06.2021 02:00 (CET);2779;4014;99;626;8329
BZN|ES;11.06.2021 02:00 - 11.06.2021 03:00 (CET);2234;4015;100;551;8538
BZN|ES;11.06.2021 03:00 - 11.06.2021 04:00 (CET);1865;4015;98;457;8571
BZN|ES;11.06.2021 04:00 - 11.06.2021 05:00 (CET);2292;4016;101;377;8774
BZN|ES;11.06.2021 05:00 - 11.06.2021 06:00 (CET);2634;4017;100;277;8607
BZN|ES;11.06.2021 06:00 - 11.06.2021 07:00 (CET);2933;4017;100;124;8260
BZN|ES;11.06.2021 07:00 - 11.06.2021 08:00 (CET);3974;4019;100;620;7685
BZN|ES;11.06.2021 08:00 - 11.06.2021 09:00 (CET);4578;4021;100;2742;6630
BZN|ES;11.06.2021 09:00 - 11.06.2021 10:00 (CET);3776;4020;101;5896;5957
BZN|ES;11.06.2021 10:00 - 11.06.2021 11:00 (CET);2601;4019;102;8537;5824
BZN|ES;11.06.2021 11:00 - 11.06.2021 12:00 (CET);2302;4016;101;9999;6044
BZN|ES;11.06.2021 12:00 - 11.06.2021 13:00 (CET);2677;4015;95;10562;6146
BZN|ES;11.06.2021 13:00 - 11.06.2021 14:00 (CET);2639;4014;97;10743;6465
BZN|ES;11.06.2021 14:00 - 11.06.2021 15:00 (CET);2380;4013;98;10550;7202
BZN|ES;11.06.2021 15:00 - 11.06.2021 16:00 (CET);2339;4009;100;9895;8078
BZN|ES;11.06.2021 16:00 - 11.06.2021 17:00 (CET);2331;4008;99;8911;9172
BZN|ES;11.06.2021 17:00 - 11.06.2021 18:00 (CET);2360;4007;100;7991;9839
BZN|ES;11.06.2021 18:00 - 11.06.2021 19:00 (CET);2259;4007;104;6731;10359
BZN|ES;11.06.2021 19:00 - 11.06.2021 20:00 (CET);2748;4007;102;4865;11361
BZN|ES;11.06.2021 20:00 - 11.06.2021 21:00 (CET);4143;4008;104;2490;10172
BZN|ES;11.06.2021 21:00 - 11.06.2021 22:00 (CET);4347;4011;105;995;9666
BZN|ES;11.06.2021 22:00 - 11.06.2021 23:00 (CET);3368;4012;100;628;10143
BZN|ES;11.06.2021 23:00 - 12.06.2021 00:00 (CET);3328;4015;100;614;8869
BZN|ES;12.06.2021 00:00 - 12.06.2021 01:00 (CET);4119;4016;99;586;7288
BZN|ES;12.06.2021 01:00 - 12.06.2021 02:00 (CET);4141;3961;99;580;7054
BZN|ES;12.06.2021 02:00 - 12.06.2021 03:00 (CET);3905;3744;95;548;6637
BZN|ES;12.06.2021 03:00 - 12.06.2021 04:00 (CET);3266;3713;103;542;6994
BZN|ES;12.06.2021 04:00 - 12.06.2021 05:00 (CET);2721;3732;99;439;7430
BZN|ES;12.06.2021 05:00 - 12.06.2021 06:00 (CET);2066;3749;103;213;7750
BZN|ES;12.06.2021 06:00 - 12.06.2021 07:00 (CET);1968;3772;98;247;7477
BZN|ES;12.06.2021 07:00 - 12.06.2021 08:00 (CET);2346;3792;93;829;6730
BZN|ES;12.06.2021 08:00 - 12.06.2021 09:00 (CET);2842;3814;98;3136;5712
BZN|ES;12.06.2021 09:00 - 12.06.2021 10:00 (CET);3107;3838;98;6245;5358
BZN|ES;12.06.2021 10:00 - 12.06.2021 11:00 (CET);2759;3855;94;8592;5397
BZN|ES;12.06.2021 11:00 - 12.06.2021 12:00 (CET);2357;3875;94;9796;5860
BZN|ES;12.06.2021 12:00 - 12.06.2021 13:00 (CET);2521;3897;90;10331;6450
BZN|ES;12.06.2021 13:00 - 12.06.2021 14:00 (CET);2744;3954;95;10621;6630
BZN|ES;12.06.2021 14:00 - 12.06.2021 15:00 (CET);2724;4041;96;10247;6892
BZN|ES;12.06.2021 15:00 - 12.06.2021 16:00 (CET);2865;4078;96;9532;6987
BZN|ES;12.06.2021 16:00 - 12.06.2021 17:00 (CET);3020;4152;96;8597;7178
BZN|ES;12.06.2021 17:00 - 12.06.2021 18:00 (CET);3070;4259;97;7644;7283
BZN|ES;12.06.2021 18:00 - 12.06.2021 19:00 (CET);3280;4329;98;6209;7373
BZN|ES;12.06.2021 19:00 - 12.06.2021 20:00 (CET);4233;4337;99;4115;7666
