Area;MTU;Hydro - Actual Aggregated [MW];Nuclear  - Actual Aggregated [MW];Other renewable  - Actual Aggregated [MW];Solar  - Actual Aggregated [MW];Wind - Actual Aggregated [MW]
BZN|ES;12.03.2021 11:00 - 12.03.2021 12:00 (CET);5512;7106;106;7109;7336
BZN|ES;12.03.2021 12:00 - 12.03.2021 13:00 (CET);5237;7104;104;7788;7943
BZN|ES;12.03.2021 13:00 - 12.03.2021 14:00 (CET);5339;7105;103;8102;8573
BZN|ES;12.03.2021 14:00 - 12.03.2021 15:00 (CET);5086;7105;103;8119;9409
BZN|ES;12.03.2021 15:00 - 12.03.2021 16:00 (CET);5662;7107;107;7403;9819
BZN|ES;12.03.2021 16:00 - 12.03.2021 17:00 (CET);5208;7105;106;6807;9872
BZN|ES;12.03.2021 17:00 - 12.03.2021 18:00 (CET);5977;7105;105;5283;8867
BZN|ES;12.03.2021 18:00 - 12.03.2021 19:00 (CET);6645;7105;106;2295;7419
BZN|ES;12.03.2021 19:00 - 12.03.2021 20:00 (CET);8329;7104;109;561;6367
BZN|ES;12.03.2021 20:00 - 12.03.2021 21:00 (CET);9114;7100;108;347;6345
BZN|ES;12.03.2021 21:00 - 12.03.2021 22:00 (CET);9124;7105;108;282;5939
BZN|ES;12.03.2021 22:00 - 12.03.2021 23:00 (CET);7739;7104;101;254;5340
BZN|ES;12.03.2021 23:00 - 13.03.2021 00:00 (CET);6670;7106;103;202;5019
BZN|ES;13.03.2021 00:00 - 13.03.2021 01:00 (CET);5064;7107;99;137;4936
BZN|ES;13.03.2021 01:00 - 13.03.2021 02:00 (CET);5854;7108;96;91;4772
BZN|ES;13.03.2021 02:00 - 13.03.2021 03:00 (CET);6297;7109;97;71;4968
BZN|ES;13.03.2021 03:00 - 13.03.2021 04:00 (CET);5936;7111;95;43;5310
BZN|ES;13.03.2021 04:00 - 13.03.2021 05:00 (CET);5121;7110;95;41;5373
BZN|ES;13.03.2021 05:00 - 13.03.2021 06:00 (CET);5174;7109;95;41;5144
BZN|ES;13.03.2021 06:00 - 13.03.2021 07:00 (CET);5163;7110;96;40;4970
BZN|ES;13.03.2021 07:00 - 13.03.2021 08:00 (CET);4627;7109;96;162;4883
BZN|ES;13.03.2021 08:00 - 13.03.2021 09:00 (CET);4823;7110;99;1996;4821
BZN|ES;13.03.2021 09:00 - 13.03.2021 10:00 (CET);4451;7109;99;5288;4411
BZN|ES;13.03.2021 10:00 - 13.03.2021 11:00 (CET);4053;7108;102;8073;4715
BZN|ES;13.03.2021 11:00 - 13.03.2021 12:00 (CET);5278;7106;102;9301;5327
BZN|ES;13.03.2021 12:00 - 13.03.2021 13:00 (CET);5240;7042;102;9507;5548
BZN|ES;13.03.2021 13:00 - 13.03.2021 14:00 (CET);6040;6913;98;9575;5703
BZN|ES;13.03.2021 14:00 - 13.03.2021 15:00 (CET);6340;6783;100;9633;5864
BZN|ES;13.03.2021 15:00 - 13.03.2021 16:00 (CET);6281;6655;99;9516;6352
BZN|ES;13.03.2021 16:00 - 13.03.2021 17:00 (CET);6216;6498;101;8912;6512
BZN|ES;13.03.2021 17:00 - 13.03.2021 18:00 (CET);6286;6365;101;6921;7080
BZN|ES;13.03.2021 18:00 - 13.03.2021 19:00 (CET);5752;6245;106;3383;7509
BZN|ES;13.03.2021 19:00 - 13.03.2021 20:00 (CET);7280;6140;103;1144;7279
BZN|ES;13.03.2021 20:00 - 13.03.2021 21:00 (CET);7660;6094;102;866;7809
BZN|ES;13.03.2021 21:00 - 13.03.2021 22:00 (CET);6786;6097;101;843;8321
BZN|ES;13.03.2021 22:00 - 13.03.2021 23:00 (CET);7577;6097;101;785;8248
BZN|ES;13.03.2021 23:00 - 14.03.2021 00:00 (CET);6966;6097;102;536;7877
BZN|ES;14.03.2021 00:00 - 14.03.2021 01:00 (CET);5328;6098;96;287;8181
BZN|ES;14.03.2021 01:00 - 14.03.2021 02:00 (CET);5399;6099;97;157;7672
BZN|ES;14.03.2021 02:00 - 14.03.2021 03:00 (CET);5717;6097;100;41;7141
BZN|ES;14.03.2021 03:00 - 14.03.2021 04:00 (CET);6032;6024;99;26;7004
BZN|ES;14.03.2021 04:00 - 14.03.2021 05:00 (CET);6241;5849;99;26;7098
BZN|ES;14.03.2021 05:00 - 14.03.2021 06:00 (CET);6088;5756;101;26;7349
BZN|ES;14.03.2021 06:00 - 14.03.2021 07:00 (CET);5583;5752;100;25;7836
BZN|ES;14.03.2021 07:00 - 14.03.2021 08:00 (CET);5631;5756;98;142;7955
BZN|ES;14.03.2021 08:00 - 14.03.2021 09:00 (CET);6015;5752;101;2229;7812
BZN|ES;14.03.2021 09:00 - 14.03.2021 10:00 (CET);6457;5751;102;5695;7969
BZN|ES;14.03.2021 10:00 - 14.03.2021 11:00 (CET);7200;5752;105;8452;8342
BZN|ES;14.03.2021 11:00 - 14.03.2021 12:00 (CET);6927;5742;106;9410;8766
BZN|ES;14.03.2021 12:00 - 14.03.2021 13:00 (CET);6263;5755;101;9637;8845
BZN|ES;14.03.2021 13:00 - 14.03.2021 14:00 (CET);6027;5759;104;9677;8404
BZN|ES;14.03.2021 14:00 - 14.03.2021 15:00 (CET);6096;5751;102;9778;8161
BZN|ES;14.03.2021 15:00 - 14.03.2021 16:00 (CET);5847;5758;102;9559;8028
BZN|ES;14.03.2021 16:00 - 14.03.2021 17:00 (CET);5748;5754;101;8880;7567
BZN|ES;14.03.2021 17:00 - 14.03.2021 18:00 (CET);6060;5751;100;6976;8907
BZN|ES;14.03.2021 18:00 - 14.03.2021 19:00 (CET);5627;5751;100;3304;9351
BZN|ES;14.03.2021 19:00 - 14.03.2021 20:00 (CET);6486;5758;99;964;9522
BZN|ES;14.03.2021 20:00 - 14.03.2021 21:00 (CET);7433;5776;97;679;9718
BZN|ES;14.03.2021 21:00 - 14.03.2021 22:00 (CET);6244;5799;99;667;9323
BZN|ES;14.03.2021 22:00 - 14.03.2021 23:00 (CET);5435;5821;97;665;9212
BZN|ES;14.03.2021 23:00 - 15.03.2021 00:00 (CET);4683;5840;98;639;9128
BZN|ES;15.03.2021 00:00 - 15.03.2021 01:00 (CET);4275;5860;96;461;8969
BZN|ES;15.03.2021 01:00 - 15.03.2021 02:00 (CET);4446;5888;97;274;8556
BZN|ES;15.03.2021 02:00 - 15.03.2021 03:00 (CET);3977;5917;95;142;8538
BZN|ES;15.03.2021 03:00 - 15.03.2021 04:00 (CET);3983;5942;97;138;8600
BZN|ES;15.03.2021 04:00 - 15.03.2021 05:00 (CET);3897;5960;96;86;8752
BZN|ES;15.03.2021 05:00 - 15.03.2021 06:00 (CET);3777;5983;100;64;8863
BZN|ES;15.03.2021 06:00 - 15.03.2021 07:00 (CET);5748;6004;99;63;8995
BZN|ES;15.03.2021 07:00 - 15.03.2021 08:00 (CET);7657;6030;100;206;9068
BZN|ES;15.03.2021 08:00 - 15.03.2021 09:00 (CET);7725;6047;101;2402;8918
BZN|ES;15.03.2021 09:00 - 15.03.2021 10:00 (CET);6804;6065;99;5972;8893
BZN|ES;15.03.2021 10:00 - 15.03.2021 11:00 (CET);6485;6088;102;8677;8601
BZN|ES;15.03.2021 11:00 - 15.03.2021 12:00 (CET);5836;6095;107;9450;8278
BZN|ES;15.03.2021 12:00 - 15.03.2021 13:00 (CET);5918;6094;107;9700;8098
BZN|ES;15.03.2021 13:00 - 15.03.2021 14:00 (CET);5604;6093;109;9664;8357
BZN|ES;15.03.2021 14:00 - 15.03.2021 15:00 (CET);5152;6090;107;9730;8407
BZN|ES;15.03.2021 15:00 - 15.03.2021 16:00 (CET);4503;6087;105;9474;8732
BZN|ES;15.03.2021 16:00 - 15.03.2021 17:00 (CET);4445;6084;108;8587;9098
BZN|ES;15.03.2021 17:00 - 15.03.2021 18:00 (CET);5183;6086;108;6604;9490
BZN|ES;15.03.2021 18:00 - 15.03.2021 19:00 (CET);6471;6086;110;3013;10047
BZN|ES;15.03.2021 19:00 - 15.03.2021 20:00 (CET);8057;6089;110;845;11349
BZN|ES;15.03.2021 20:00 - 15.03.2021 21:00 (CET);9412;6093;110;646;12257
BZN|ES;15.03.2021 21:00 - 15.03.2021 22:00 (CET);8535;6094;108;614;12813
BZN|ES;15.03.2021 22:00 - 15.03.2021 23:00 (CET);7806;6096;103;564;12594
BZN|ES;15.03.2021 23:00 - 16.03.2021 00:00 (CET);5333;6097;103;446;12695
BZN|ES;16.03.2021 00:00 - 16.03.2021 01:00 (CET);5431;6096;101;317;12950
BZN|ES;16.03.2021 01:00 - 16.03.2021 02:00 (CET);5844;6093;102;180;13042
BZN|ES;16.03.2021 02:00 - 16.03.2021 03:00 (CET);5653;6093;101;92;12981
BZN|ES;16.03.2021 03:00 - 16.03.2021 04:00 (CET);5808;6093;99;90;13203
BZN|ES;16.03.2021 04:00 - 16.03.2021 05:00 (CET);5587;6093;97;90;13163
BZN|ES;16.03.2021 05:00 - 16.03.2021 06:00 (CET);6173;6093;99;73;13055
BZN|ES;16.03.2021 06:00 - 16.03.2021 07:00 (CET);6318;6095;103;58;12805
BZN|ES;16.03.2021 07:00 - 16.03.2021 08:00 (CET);6335;6096;100;213;12756
BZN|ES;16.03.2021 08:00 - 16.03.2021 09:00 (CET);6712;6095;100;2402;12546
BZN|ES;16.03.2021 09:00 - 16.03.2021 10:00 (CET);6205;6094;100;5914;12210
BZN|ES;16.03.2021 10:00 - 16.03.2021 11:00 (CET);4828;6092;102;8622;12309
BZN|ES;16.03.2021 11:00 - 16.03.2021 12:00 (CET);4484;6093;100;9494;12242
BZN|ES;16.03.2021 12:00 - 16.03.2021 13:00 (CET);4077;6091;99;9723;12443
BZN|ES;16.03.2021 13:00 - 16.03.2021 14:00 (CET);4013;6090;101;9799;12739
BZN|ES;16.03.2021 14:00 - 16.03.2021 15:00 (CET);4332;6091;102;9794;12890
BZN|ES;16.03.2021 15:00 - 16.03.2021 16:00 (CET);4561;6091;100;9483;13221
BZN|ES;16.03.2021 16:00 - 16.03.2021 17:00 (CET);4873;6089;101;8635;13468
BZN|ES;16.03.2021 17:00 - 16.03.2021 18:00 (CET);5357;6089;101;6715;13859
BZN|ES;16.03.2021 18:00 - 16.03.2021 19:00 (CET);7152;6090;102;3067;14259
BZN|ES;16.03.2021 19:00 - 16.03.2021 20:00 (CET);8683;6089;101;963;14529
BZN|ES;16.03.2021 20:00 - 16.03.2021 21:00 (CET);9676;6089;102;744;14576
BZN|ES;16.03.2021 21:00 - 16.03.2021 22:00 (CET);9191;6090;103;710;14519
BZN|ES;16.03.2021 22:00 - 16.03.2021 23:00 (CET);8032;6091;103;661;14218
BZN|ES;16.03.2021 23:00 - 17.03.2021 00:00 (CET);6777;6092;104;567;13694
BZN|ES;17.03.2021 00:00 - 17.03.2021 01:00 (CET);4996;6092;100;431;13539
BZN|ES;17.03.2021 01:00 - 17.03.2021 02:00 (CET);4660;6091;100;267;13889
BZN|ES;17.03.2021 02:00 - 17.03.2021 03:00 (CET);5091;6091;99;174;14187
BZN|ES;17.03.2021 03:00 - 17.03.2021 04:00 (CET);5205;6091;98;111;14504
BZN|ES;17.03.2021 04:00 - 17.03.2021 05:00 (CET);5123;6093;98;102;14581
BZN|ES;17.03.2021 05:00 - 17.03.2021 06:00 (CET);5056;6095;97;83;14619
BZN|ES;17.03.2021 06:00 - 17.03.2021 07:00 (CET);5116;6095;102;82;14485
BZN|ES;17.03.2021 07:00 - 17.03.2021 08:00 (CET);5241;6095;101;265;14531
BZN|ES;17.03.2021 08:00 - 17.03.2021 09:00 (CET);5641;6095;100;2641;14236
BZN|ES;17.03.2021 09:00 - 17.03.2021 10:00 (CET);5366;6093;101;6222;14119
BZN|ES;17.03.2021 10:00 - 17.03.2021 11:00 (CET);5526;6093;98;8838;14533
BZN|ES;17.03.2021 11:00 - 17.03.2021 12:00 (CET);5477;6092;99;9516;14777
BZN|ES;17.03.2021 12:00 - 17.03.2021 13:00 (CET);5465;6088;96;9781;14985
BZN|ES;17.03.2021 13:00 - 17.03.2021 14:00 (CET);5450;6089;96;9887;14743
BZN|ES;17.03.2021 14:00 - 17.03.2021 15:00 (CET);5491;6091;100;9858;14880
BZN|ES;17.03.2021 15:00 - 17.03.2021 16:00 (CET);5368;6091;103;9580;15184
BZN|ES;17.03.2021 16:00 - 17.03.2021 17:00 (CET);5370;6091;103;8751;15425
BZN|ES;17.03.2021 17:00 - 17.03.2021 18:00 (CET);5859;6092;104;6960;15728
BZN|ES;17.03.2021 18:00 - 17.03.2021 19:00 (CET);5923;6093;102;3379;15913
BZN|ES;17.03.2021 19:00 - 17.03.2021 20:00 (CET);7090;6094;101;895;15641
BZN|ES;17.03.2021 20:00 - 17.03.2021 21:00 (CET);8906;6094;103;571;15464
BZN|ES;17.03.2021 21:00 - 17.03.2021 22:00 (CET);8794;6096;104;557;15310
BZN|ES;17.03.2021 22:00 - 17.03.2021 23:00 (CET);7971;6097;104;555;14417
BZN|ES;17.03.2021 23:00 - 18.03.2021 00:00 (CET);5125;6098;103;538;14376
BZN|ES;18.03.2021 00:00 - 18.03.2021 01:00 (CET);5179;6097;100;455;14071
BZN|ES;18.03.2021 01:00 - 18.03.2021 02:00 (CET);4322;6097;99;259;13372
BZN|ES;18.03.2021 02:00 - 18.03.2021 03:00 (CET);4139;6099;98;100;12545
BZN|ES;18.03.2021 03:00 - 18.03.2021 04:00 (CET);4106;6100;99;57;11578
BZN|ES;18.03.2021 04:00 - 18.03.2021 05:00 (CET);3853;6098;98;56;11178
BZN|ES;18.03.2021 05:00 - 18.03.2021 06:00 (CET);4098;6100;97;39;11127
BZN|ES;18.03.2021 06:00 - 18.03.2021 07:00 (CET);5530;6100;97;49;10800
BZN|ES;18.03.2021 07:00 - 18.03.2021 08:00 (CET);7573;6099;103;211;11013
BZN|ES;18.03.2021 08:00 - 18.03.2021 09:00 (CET);7354;6100;110;2155;11218
BZN|ES;18.03.2021 09:00 - 18.03.2021 10:00 (CET);6756;6100;107;5343;11666
BZN|ES;18.03.2021 10:00 - 18.03.2021 11:00 (CET);7082;6100;109;7318;12117
BZN|ES;18.03.2021 11:00 - 18.03.2021 12:00 (CET);6294;6102;109;7460;12292
BZN|ES;18.03.2021 12:00 - 18.03.2021 13:00 (CET);5825;6100;109;7475;12392
BZN|ES;18.03.2021 13:00 - 18.03.2021 14:00 (CET);5699;6102;110;7664;12701
BZN|ES;18.03.2021 14:00 - 18.03.2021 15:00 (CET);5179;6102;112;7569;13188
BZN|ES;18.03.2021 15:00 - 18.03.2021 16:00 (CET);4401;6102;113;7368;13669
BZN|ES;18.03.2021 16:00 - 18.03.2021 17:00 (CET);3913;6101;113;6760;13946
BZN|ES;18.03.2021 17:00 - 18.03.2021 18:00 (CET);3604;6102;114;5508;14389
BZN|ES;18.03.2021 18:00 - 18.03.2021 19:00 (CET);5811;6102;115;3019;14331
BZN|ES;18.03.2021 19:00 - 18.03.2021 20:00 (CET);7056;6102;117;890;14452
BZN|ES;18.03.2021 20:00 - 18.03.2021 21:00 (CET);8932;6101;115;558;14350
BZN|ES;18.03.2021 21:00 - 18.03.2021 22:00 (CET);8228;6102;113;544;14293
BZN|ES;18.03.2021 22:00 - 18.03.2021 23:00 (CET);6541;6101;112;522;14046
BZN|ES;18.03.2021 23:00 - 19.03.2021 00:00 (CET);5418;6101;112;474;13778
BZN|ES;19.03.2021 00:00 - 19.03.2021 01:00 (CET);3799;6101;102;320;13362
BZN|ES;19.03.2021 01:00 - 19.03.2021 02:00 (CET);3138;6102;105;140;12982
BZN|ES;19.03.2021 02:00 - 19.03.2021 03:00 (CET);3466;6101;103;107;12518
BZN|ES;19.03.2021 03:00 - 19.03.2021 04:00 (CET);3575;6101;106;84;11979
BZN|ES;19.03.2021 04:00 - 19.03.2021 05:00 (CET);3824;6102;106;41;11703
BZN|ES;19.03.2021 05:00 - 19.03.2021 06:00 (CET);3759;6102;107;41;11331
BZN|ES;19.03.2021 06:00 - 19.03.2021 07:00 (CET);3799;6104;105;40;10995
BZN|ES;19.03.2021 07:00 - 19.03.2021 08:00 (CET);4758;6103;104;158;11157
BZN|ES;19.03.2021 08:00 - 19.03.2021 09:00 (CET);5816;6101;108;1680;10589
BZN|ES;19.03.2021 09:00 - 19.03.2021 10:00 (CET);6098;6101;109;3915;10472
BZN|ES;19.03.2021 10:00 - 19.03.2021 11:00 (CET);5805;6101;108;5686;10535
BZN|ES;19.03.2021 11:00 - 19.03.2021 12:00 (CET);5457;6101;111;6340;11024
BZN|ES;19.03.2021 12:00 - 19.03.2021 13:00 (CET);5274;6100;110;6265;11811
BZN|ES;19.03.2021 13:00 - 19.03.2021 14:00 (CET);5133;6100;108;6013;12405
BZN|ES;19.03.2021 14:00 - 19.03.2021 15:00 (CET);4167;6101;110;5647;13814
BZN|ES;19.03.2021 15:00 - 19.03.2021 16:00 (CET);4075;6099;109;5269;14505
BZN|ES;19.03.2021 16:00 - 19.03.2021 17:00 (CET);3927;6099;109;4584;15061
BZN|ES;19.03.2021 17:00 - 19.03.2021 18:00 (CET);4175;6099;108;3745;15247
BZN|ES;19.03.2021 18:00 - 19.03.2021 19:00 (CET);3779;6099;109;1992;15312
BZN|ES;19.03.2021 19:00 - 19.03.2021 20:00 (CET);4914;6100;102;450;15054
BZN|ES;19.03.2021 20:00 - 19.03.2021 21:00 (CET);6516;6100;106;164;14823
BZN|ES;19.03.2021 21:00 - 19.03.2021 22:00 (CET);6502;6101;108;92;14367
BZN|ES;19.03.2021 22:00 - 19.03.2021 23:00 (CET);5527;6101;108;87;14118
BZN|ES;19.03.2021 23:00 - 20.03.2021 00:00 (CET);3732;6101;107;63;14093
BZN|ES;20.03.2021 00:00 - 20.03.2021 01:00 (CET);3742;6101;99;17;13918
BZN|ES;20.03.2021 01:00 - 20.03.2021 02:00 (CET);4396;6102;97;11;13566
BZN|ES;20.03.2021 02:00 - 20.03.2021 03:00 (CET);4376;6100;97;10;13705
BZN|ES;20.03.2021 03:00 - 20.03.2021 04:00 (CET);4970;6102;98;9;13890
BZN|ES;20.03.2021 04:00 - 20.03.2021 05:00 (CET);5042;6101;98;2;14223
BZN|ES;20.03.2021 05:00 - 20.03.2021 06:00 (CET);5337;6101;97;2;14337
BZN|ES;20.03.2021 06:00 - 20.03.2021 07:00 (CET);5235;6101;93;2;14858
BZN|ES;20.03.2021 07:00 - 20.03.2021 08:00 (CET);5152;6100;93;186;15204
BZN|ES;20.03.2021 08:00 - 20.03.2021 09:00 (CET);5367;6099;101;2471;15128
BZN|ES;20.03.2021 09:00 - 20.03.2021 10:00 (CET);4612;6099;103;5636;15510
BZN|ES;20.03.2021 10:00 - 20.03.2021 11:00 (CET);4735;6100;103;7986;15980
BZN|ES;20.03.2021 11:00 - 20.03.2021 12:00 (CET);5140;6100;100;8608;16436
BZN|ES;20.03.2021 12:00 - 20.03.2021 13:00 (CET);5535;6099;98;8525;16557
BZN|ES;20.03.2021 13:00 - 20.03.2021 14:00 (CET);5704;6101;100;8510;16378
BZN|ES;20.03.2021 14:00 - 20.03.2021 15:00 (CET);5356;6101;104;8183;16092
BZN|ES;20.03.2021 15:00 - 20.03.2021 16:00 (CET);4726;6101;103;7939;15740
BZN|ES;20.03.2021 16:00 - 20.03.2021 17:00 (CET);4519;6101;104;7227;15907
BZN|ES;20.03.2021 17:00 - 20.03.2021 18:00 (CET);4367;6100;102;5803;15604
BZN|ES;20.03.2021 18:00 - 20.03.2021 19:00 (CET);3260;6101;102;3094;15098
BZN|ES;20.03.2021 19:00 - 20.03.2021 20:00 (CET);4101;6100;107;843;14593
BZN|ES;20.03.2021 20:00 - 20.03.2021 21:00 (CET);5848;6100;107;503;14428
BZN|ES;20.03.2021 21:00 - 20.03.2021 22:00 (CET);6287;6100;103;483;14139
BZN|ES;20.03.2021 22:00 - 20.03.2021 23:00 (CET);4927;6100;100;461;13733
BZN|ES;20.03.2021 23:00 - 21.03.2021 00:00 (CET);3932;6101;101;383;13487
BZN|ES;21.03.2021 00:00 - 21.03.2021 01:00 (CET);3024;6101;98;355;13650
BZN|ES;21.03.2021 01:00 - 21.03.2021 02:00 (CET);3714;6100;97;278;13379
BZN|ES;21.03.2021 02:00 - 21.03.2021 03:00 (CET);3823;6102;96;203;12978
BZN|ES;21.03.2021 03:00 - 21.03.2021 04:00 (CET);3347;6102;93;122;12720
BZN|ES;21.03.2021 04:00 - 21.03.2021 05:00 (CET);3372;6102;94;120;12689
BZN|ES;21.03.2021 05:00 - 21.03.2021 06:00 (CET);3498;6103;99;120;12497
BZN|ES;21.03.2021 06:00 - 21.03.2021 07:00 (CET);3806;6104;99;120;12272
BZN|ES;21.03.2021 07:00 - 21.03.2021 08:00 (CET);3592;6104;98;392;12081
BZN|ES;21.03.2021 08:00 - 21.03.2021 09:00 (CET);3563;6104;98;2994;11522
BZN|ES;21.03.2021 09:00 - 21.03.2021 10:00 (CET);3793;6102;97;6554;11561
BZN|ES;21.03.2021 10:00 - 21.03.2021 11:00 (CET);4810;6101;98;9026;12128
BZN|ES;21.03.2021 11:00 - 21.03.2021 12:00 (CET);4999;6100;98;9766;12315
BZN|ES;21.03.2021 12:00 - 21.03.2021 13:00 (CET);4796;6100;100;10085;12208
BZN|ES;21.03.2021 13:00 - 21.03.2021 14:00 (CET);4514;6100;99;10165;12190
BZN|ES;21.03.2021 14:00 - 21.03.2021 15:00 (CET);4282;6100;100;10079;12092
BZN|ES;21.03.2021 15:00 - 21.03.2021 16:00 (CET);4162;6098;98;9738;12306
BZN|ES;21.03.2021 16:00 - 21.03.2021 17:00 (CET);4234;6100;99;9081;12367
BZN|ES;21.03.2021 17:00 - 21.03.2021 18:00 (CET);4085;6099;98;7112;12614
BZN|ES;21.03.2021 18:00 - 21.03.2021 19:00 (CET);3121;6100;97;3615;12687
BZN|ES;21.03.2021 19:00 - 21.03.2021 20:00 (CET);5130;6099;98;1023;12532
BZN|ES;21.03.2021 20:00 - 21.03.2021 21:00 (CET);7360;6098;99;626;13079
BZN|ES;21.03.2021 21:00 - 21.03.2021 22:00 (CET);6264;6096;100;619;13402
BZN|ES;21.03.2021 22:00 - 21.03.2021 23:00 (CET);5772;6097;98;635;13230
BZN|ES;21.03.2021 23:00 - 22.03.2021 00:00 (CET);4205;6098;98;633;12757
BZN|ES;22.03.2021 00:00 - 22.03.2021 01:00 (CET);3196;6099;92;607;12341
BZN|ES;22.03.2021 01:00 - 22.03.2021 02:00 (CET);3213;6098;93;511;12185
BZN|ES;22.03.2021 02:00 - 22.03.2021 03:00 (CET);3039;6098;91;395;12229
BZN|ES;22.03.2021 03:00 - 22.03.2021 04:00 (CET);3126;6099;92;245;12307
BZN|ES;22.03.2021 04:00 - 22.03.2021 05:00 (CET);3400;6098;92;168;12194
BZN|ES;22.03.2021 05:00 - 22.03.2021 06:00 (CET);3727;6099;91;144;11964
BZN|ES;22.03.2021 06:00 - 22.03.2021 07:00 (CET);4223;6100;93;127;11955
BZN|ES;22.03.2021 07:00 - 22.03.2021 08:00 (CET);6210;6100;92;401;11725
BZN|ES;22.03.2021 08:00 - 22.03.2021 09:00 (CET);6870;6099;95;2984;11062
BZN|ES;22.03.2021 09:00 - 22.03.2021 10:00 (CET);5268;6098;97;6508;10953
BZN|ES;22.03.2021 10:00 - 22.03.2021 11:00 (CET);4326;6097;96;8937;10744
BZN|ES;22.03.2021 11:00 - 22.03.2021 12:00 (CET);3999;6095;95;9874;10426
BZN|ES;22.03.2021 12:00 - 22.03.2021 13:00 (CET);4437;6095;100;10150;10083
BZN|ES;22.03.2021 13:00 - 22.03.2021 14:00 (CET);4136;6096;100;10215;9870
BZN|ES;22.03.2021 14:00 - 22.03.2021 15:00 (CET);3844;6096;106;10148;9458
BZN|ES;22.03.2021 15:00 - 22.03.2021 16:00 (CET);4299;6097;108;9629;9223
BZN|ES;22.03.2021 16:00 - 22.03.2021 17:00 (CET);4373;6096;106;8634;9018
BZN|ES;22.03.2021 17:00 - 22.03.2021 18:00 (CET);4012;6096;100;6624;8683
BZN|ES;22.03.2021 18:00 - 22.03.2021 19:00 (CET);6264;6098;102;3340;8144
BZN|ES;22.03.2021 19:00 - 22.03.2021 20:00 (CET);8754;6096;104;985;7872
BZN|ES;22.03.2021 20:00 - 22.03.2021 21:00 (CET);9642;6097;102;674;7845
BZN|ES;22.03.2021 21:00 - 22.03.2021 22:00 (CET);9176;6099;104;661;7837
BZN|ES;22.03.2021 22:00 - 22.03.2021 23:00 (CET);8967;6098;104;653;7413
BZN|ES;22.03.2021 23:00 - 23.03.2021 00:00 (CET);7249;6099;105;573;6850
BZN|ES;23.03.2021 00:00 - 23.03.2021 01:00 (CET);4372;6100;103;477;6454
BZN|ES;23.03.2021 01:00 - 23.03.2021 02:00 (CET);3408;6099;102;355;6176
BZN|ES;23.03.2021 02:00 - 23.03.2021 03:00 (CET);3142;6100;102;294;5597
BZN|ES;23.03.2021 03:00 - 23.03.2021 04:00 (CET);3134;6099;106;203;4824
BZN|ES;23.03.2021 04:00 - 23.03.2021 05:00 (CET);3557;6089;109;131;4088
BZN|ES;23.03.2021 05:00 - 23.03.2021 06:00 (CET);3853;6099;109;107;3633
BZN|ES;23.03.2021 06:00 - 23.03.2021 07:00 (CET);6583;6099;108;96;3371
BZN|ES;23.03.2021 07:00 - 23.03.2021 08:00 (CET);8137;6099;105;443;3006
BZN|ES;23.03.2021 08:00 - 23.03.2021 09:00 (CET);8605;6099;107;3165;2260
BZN|ES;23.03.2021 09:00 - 23.03.2021 10:00 (CET);7754;6098;108;6862;1424
BZN|ES;23.03.2021 10:00 - 23.03.2021 11:00 (CET);7093;6098;110;9279;1028
BZN|ES;23.03.2021 11:00 - 23.03.2021 12:00 (CET);6286;6100;107;10000;1054
BZN|ES;23.03.2021 12:00 - 23.03.2021 13:00 (CET);5872;6098;104;10252;1304
BZN|ES;23.03.2021 13:00 - 23.03.2021 14:00 (CET);4681;6099;105;10253;1666
BZN|ES;23.03.2021 14:00 - 23.03.2021 15:00 (CET);4055;6096;106;10269;2204
BZN|ES;23.03.2021 15:00 - 23.03.2021 16:00 (CET);4222;6096;107;9946;2610
BZN|ES;23.03.2021 16:00 - 23.03.2021 17:00 (CET);4669;6095;107;9198;2915
BZN|ES;23.03.2021 17:00 - 23.03.2021 18:00 (CET);5519;6095;103;7451;2990
BZN|ES;23.03.2021 18:00 - 23.03.2021 19:00 (CET);7578;6094;102;3857;2683
BZN|ES;23.03.2021 19:00 - 23.03.2021 20:00 (CET);9304;6094;105;1069;2499
BZN|ES;23.03.2021 20:00 - 23.03.2021 21:00 (CET);10007;6095;107;678;2483
BZN|ES;23.03.2021 21:00 - 23.03.2021 22:00 (CET);9757;6097;108;651;2096
BZN|ES;23.03.2021 22:00 - 23.03.2021 23:00 (CET);8674;6098;109;650;1723
BZN|ES;23.03.2021 23:00 - 24.03.2021 00:00 (CET);7509;6100;109;646;1366
BZN|ES;24.03.2021 00:00 - 24.03.2021 01:00 (CET);6944;6099;107;545;1080
BZN|ES;24.03.2021 01:00 - 24.03.2021 02:00 (CET);6454;6097;108;425;928
BZN|ES;24.03.2021 02:00 - 24.03.2021 03:00 (CET);6289;6092;108;323;792
BZN|ES;24.03.2021 03:00 - 24.03.2021 04:00 (CET);6331;6091;109;214;755
BZN|ES;24.03.2021 04:00 - 24.03.2021 05:00 (CET);6500;6095;111;90;799
BZN|ES;24.03.2021 05:00 - 24.03.2021 06:00 (CET);6799;6096;109;66;772
BZN|ES;24.03.2021 06:00 - 24.03.2021 07:00 (CET);7425;6097;108;56;723
BZN|ES;24.03.2021 07:00 - 24.03.2021 08:00 (CET);8710;6098;107;397;611
BZN|ES;24.03.2021 08:00 - 24.03.2021 09:00 (CET);8581;6098;107;2938;447
BZN|ES;24.03.2021 09:00 - 24.03.2021 10:00 (CET);7897;6098;109;6138;244
