Time (CET);Imports;Exports
20.06.2021 00:00 - 20.06.2021 01:00;2881;1202
20.06.2021 01:00 - 20.06.2021 02:00;3033;1352
20.06.2021 02:00 - 20.06.2021 03:00;3029;1869
20.06.2021 03:00 - 20.06.2021 04:00;2779;1672
20.06.2021 04:00 - 20.06.2021 05:00;2669;1489
20.06.2021 05:00 - 20.06.2021 06:00;2747;1453
20.06.2021 06:00 - 20.06.2021 07:00;2793;1674
20.06.2021 07:00 - 20.06.2021 08:00;2835;3177
20.06.2021 08:00 - 20.06.2021 09:00;2724;3009
20.06.2021 09:00 - 20.06.2021 10:00;2134;2255
20.06.2021 10:00 - 20.06.2021 11:00;1601;2340
20.06.2021 11:00 - 20.06.2021 12:00;785;2308
20.06.2021 12:00 - 20.06.2021 13:00;1055;2600
20.06.2021 13:00 - 20.06.2021 14:00;1474;2578
20.06.2021 14:00 - 20.06.2021 15:00;1088;2465
20.06.2021 15:00 - 20.06.2021 16:00;0;2083
20.06.2021 16:00 - 20.06.2021 17:00;0;2006
20.06.2021 17:00 - 20.06.2021 18:00;0;1537
20.06.2021 18:00 - 20.06.2021 19:00;0;1695
20.06.2021 19:00 - 20.06.2021 20:00;0;1512
20.06.2021 20:00 - 20.06.2021 21:00;0;726
20.06.2021 21:00 - 20.06.2021 22:00;0;569
20.06.2021 22:00 - 20.06.2021 23:00;1206;446
20.06.2021 23:00 - 21.06.2021 00:00;1295;993
21.06.2021 00:00 - 21.06.2021 01:00;1644;1043
21.06.2021 01:00 - 21.06.2021 02:00;2948;1898
21.06.2021 02:00 - 21.06.2021 03:00;2669;1856
21.06.2021 03:00 - 21.06.2021 04:00;2764;1920
21.06.2021 04:00 - 21.06.2021 05:00;2832;1903
21.06.2021 05:00 - 21.06.2021 06:00;2825;1729
21.06.2021 06:00 - 21.06.2021 07:00;2061;2070
21.06.2021 07:00 - 21.06.2021 08:00;2597;2351
21.06.2021 08:00 - 21.06.2021 09:00;2132;2066
21.06.2021 09:00 - 21.06.2021 10:00;1421;0
21.06.2021 10:00 - 21.06.2021 11:00;1593;10
21.06.2021 11:00 - 21.06.2021 12:00;2105;201
21.06.2021 12:00 - 21.06.2021 13:00;2213;727
21.06.2021 13:00 - 21.06.2021 14:00;2131;832
21.06.2021 14:00 - 21.06.2021 15:00;2089;1306
21.06.2021 15:00 - 21.06.2021 16:00;2181;1952
21.06.2021 16:00 - 21.06.2021 17:00;2053;1587
21.06.2021 17:00 - 21.06.2021 18:00;1387;912
21.06.2021 18:00 - 21.06.2021 19:00;199;326
21.06.2021 19:00 - 21.06.2021 20:00;1138;1588
21.06.2021 20:00 - 21.06.2021 21:00;1712;0
21.06.2021 21:00 - 21.06.2021 22:00;3855;0
21.06.2021 22:00 - 21.06.2021 23:00;4057;0
21.06.2021 23:00 - 22.06.2021 00:00;3432;0
22.06.2021 00:00 - 22.06.2021 01:00;2875;0
22.06.2021 01:00 - 22.06.2021 02:00;2602;0
22.06.2021 02:00 - 22.06.2021 03:00;2375;0
22.06.2021 03:00 - 22.06.2021 04:00;2460;0
22.06.2021 04:00 - 22.06.2021 05:00;2257;0
22.06.2021 05:00 - 22.06.2021 06:00;2598;0
22.06.2021 06:00 - 22.06.2021 07:00;3264;0
22.06.2021 07:00 - 22.06.2021 08:00;4058;0
22.06.2021 08:00 - 22.06.2021 09:00;2954;0
22.06.2021 09:00 - 22.06.2021 10:00;2723;0
22.06.2021 10:00 - 22.06.2021 11:00;2599;0
22.06.2021 11:00 - 22.06.2021 12:00;2544;18
22.06.2021 12:00 - 22.06.2021 13:00;2998;393
22.06.2021 13:00 - 22.06.2021 14:00;2903;416
22.06.2021 14:00 - 22.06.2021 15:00;2455;325
22.06.2021 15:00 - 22.06.2021 16:00;2309;688
22.06.2021 16:00 - 22.06.2021 17:00;1176;418
22.06.2021 17:00 - 22.06.2021 18:00;147;0
22.06.2021 18:00 - 22.06.2021 19:00;832;0
22.06.2021 19:00 - 22.06.2021 20:00;1091;0
22.06.2021 20:00 - 22.06.2021 21:00;837;0
22.06.2021 21:00 - 22.06.2021 22:00;2351;0
22.06.2021 22:00 - 22.06.2021 23:00;1939;0
22.06.2021 23:00 - 23.06.2021 00:00;2335;256
23.06.2021 00:00 - 23.06.2021 01:00;2254;0
23.06.2021 01:00 - 23.06.2021 02:00;2342;0
23.06.2021 02:00 - 23.06.2021 03:00;2032;50
23.06.2021 03:00 - 23.06.2021 04:00;2163;0
23.06.2021 04:00 - 23.06.2021 05:00;2310;0
23.06.2021 05:00 - 23.06.2021 06:00;2512;0
23.06.2021 06:00 - 23.06.2021 07:00;3119;0
23.06.2021 07:00 - 23.06.2021 08:00;2235;0
23.06.2021 08:00 - 23.06.2021 09:00;2199;0
23.06.2021 09:00 - 23.06.2021 10:00;1005;0
23.06.2021 10:00 - 23.06.2021 11:00;213;0
23.06.2021 11:00 - 23.06.2021 12:00;0;140
23.06.2021 12:00 - 23.06.2021 13:00;0;443
23.06.2021 13:00 - 23.06.2021 14:00;648;946
23.06.2021 14:00 - 23.06.2021 15:00;1365;1026
23.06.2021 15:00 - 23.06.2021 16:00;1536;1311
23.06.2021 16:00 - 23.06.2021 17:00;1578;1427
23.06.2021 17:00 - 23.06.2021 18:00;0;1251
23.06.2021 18:00 - 23.06.2021 19:00;0;800
23.06.2021 19:00 - 23.06.2021 20:00;0;1059
23.06.2021 20:00 - 23.06.2021 21:00;269;1097
23.06.2021 21:00 - 23.06.2021 22:00;1371;714
23.06.2021 22:00 - 23.06.2021 23:00;288;0
23.06.2021 23:00 - 24.06.2021 00:00;1956;794
24.06.2021 00:00 - 24.06.2021 01:00;2787;549
24.06.2021 01:00 - 24.06.2021 02:00;1837;422
24.06.2021 02:00 - 24.06.2021 03:00;1027;93
24.06.2021 03:00 - 24.06.2021 04:00;1505;0
24.06.2021 04:00 - 24.06.2021 05:00;1396;0
24.06.2021 05:00 - 24.06.2021 06:00;1280;0
24.06.2021 06:00 - 24.06.2021 07:00;1207;0
24.06.2021 07:00 - 24.06.2021 08:00;1836;0
24.06.2021 08:00 - 24.06.2021 09:00;1143;0
24.06.2021 09:00 - 24.06.2021 10:00;0;153
24.06.2021 10:00 - 24.06.2021 11:00;0;462
24.06.2021 11:00 - 24.06.2021 12:00;0;804
24.06.2021 12:00 - 24.06.2021 13:00;0;906
24.06.2021 13:00 - 24.06.2021 14:00;0;1395
24.06.2021 14:00 - 24.06.2021 15:00;563;1399
24.06.2021 15:00 - 24.06.2021 16:00;614;1669
24.06.2021 16:00 - 24.06.2021 17:00;382;1700
24.06.2021 17:00 - 24.06.2021 18:00;0;1419
24.06.2021 18:00 - 24.06.2021 19:00;0;898
24.06.2021 19:00 - 24.06.2021 20:00;0;81
24.06.2021 20:00 - 24.06.2021 21:00;185;0
24.06.2021 21:00 - 24.06.2021 22:00;737;176
24.06.2021 22:00 - 24.06.2021 23:00;636;0
24.06.2021 23:00 - 25.06.2021 00:00;1661;901
25.06.2021 00:00 - 25.06.2021 01:00;2883;902
25.06.2021 01:00 - 25.06.2021 02:00;2902;1445
25.06.2021 02:00 - 25.06.2021 03:00;2866;1432
25.06.2021 03:00 - 25.06.2021 04:00;2763;1312
25.06.2021 04:00 - 25.06.2021 05:00;2772;1307
25.06.2021 05:00 - 25.06.2021 06:00;2807;1067
25.06.2021 06:00 - 25.06.2021 07:00;2907;331
25.06.2021 07:00 - 25.06.2021 08:00;1446;0
25.06.2021 08:00 - 25.06.2021 09:00;1401;0
25.06.2021 09:00 - 25.06.2021 10:00;280;0
25.06.2021 10:00 - 25.06.2021 11:00;489;1380
25.06.2021 11:00 - 25.06.2021 12:00;924;1731
25.06.2021 12:00 - 25.06.2021 13:00;2447;2334
25.06.2021 13:00 - 25.06.2021 14:00;2835;2673
25.06.2021 14:00 - 25.06.2021 15:00;2752;2758
25.06.2021 15:00 - 25.06.2021 16:00;2648;2896
25.06.2021 16:00 - 25.06.2021 17:00;1990;2692
25.06.2021 17:00 - 25.06.2021 18:00;1324;2404
25.06.2021 18:00 - 25.06.2021 19:00;0;1806
25.06.2021 19:00 - 25.06.2021 20:00;0;1412
25.06.2021 20:00 - 25.06.2021 21:00;272;0
25.06.2021 21:00 - 25.06.2021 22:00;766;0
25.06.2021 22:00 - 25.06.2021 23:00;396;0
25.06.2021 23:00 - 26.06.2021 00:00;1745;702
26.06.2021 00:00 - 26.06.2021 01:00;2832;763
26.06.2021 01:00 - 26.06.2021 02:00;2649;1268
26.06.2021 02:00 - 26.06.2021 03:00;2445;1093
26.06.2021 03:00 - 26.06.2021 04:00;2389;1045
26.06.2021 04:00 - 26.06.2021 05:00;2346;1003
26.06.2021 05:00 - 26.06.2021 06:00;2329;858
26.06.2021 06:00 - 26.06.2021 07:00;2173;766
26.06.2021 07:00 - 26.06.2021 08:00;2037;839
26.06.2021 08:00 - 26.06.2021 09:00;2113;1051
26.06.2021 09:00 - 26.06.2021 10:00;2004;1493
26.06.2021 10:00 - 26.06.2021 11:00;1897;1653
26.06.2021 11:00 - 26.06.2021 12:00;2063;2318
26.06.2021 12:00 - 26.06.2021 13:00;1935;2746
26.06.2021 13:00 - 26.06.2021 14:00;1972;3064
26.06.2021 14:00 - 26.06.2021 15:00;1995;3122
26.06.2021 15:00 - 26.06.2021 16:00;1615;3376
26.06.2021 16:00 - 26.06.2021 17:00;999;3308
26.06.2021 17:00 - 26.06.2021 18:00;0;2266
26.06.2021 18:00 - 26.06.2021 19:00;0;2491
26.06.2021 19:00 - 26.06.2021 20:00;0;2019
26.06.2021 20:00 - 26.06.2021 21:00;1124;1489
26.06.2021 21:00 - 26.06.2021 22:00;2514;992
26.06.2021 22:00 - 26.06.2021 23:00;2492;994
26.06.2021 23:00 - 27.06.2021 00:00;2437;1568
27.06.2021 00:00 - 27.06.2021 01:00;2449;1722
27.06.2021 01:00 - 27.06.2021 02:00;2183;1862
27.06.2021 02:00 - 27.06.2021 03:00;2082;1722
27.06.2021 03:00 - 27.06.2021 04:00;1959;1384
27.06.2021 04:00 - 27.06.2021 05:00;1952;1528
27.06.2021 05:00 - 27.06.2021 06:00;2183;1551
27.06.2021 06:00 - 27.06.2021 07:00;1939;1646
27.06.2021 07:00 - 27.06.2021 08:00;2039;1691
27.06.2021 08:00 - 27.06.2021 09:00;2246;1580
27.06.2021 09:00 - 27.06.2021 10:00;1877;2374
27.06.2021 10:00 - 27.06.2021 11:00;2151;2849
27.06.2021 11:00 - 27.06.2021 12:00;2294;3054
27.06.2021 12:00 - 27.06.2021 13:00;2238;3715
27.06.2021 13:00 - 27.06.2021 14:00;2422;3334
27.06.2021 14:00 - 27.06.2021 15:00;2119;3056
27.06.2021 15:00 - 27.06.2021 16:00;0;2675
27.06.2021 16:00 - 27.06.2021 17:00;0;2500
27.06.2021 17:00 - 27.06.2021 18:00;0;2293
27.06.2021 18:00 - 27.06.2021 19:00;0;2084
27.06.2021 19:00 - 27.06.2021 20:00;0;1745
27.06.2021 20:00 - 27.06.2021 21:00;0;1600
27.06.2021 21:00 - 27.06.2021 22:00;0;339
27.06.2021 22:00 - 27.06.2021 23:00;592;0
27.06.2021 23:00 - 28.06.2021 00:00;0;766
28.06.2021 00:00 - 28.06.2021 01:00;161;931
28.06.2021 01:00 - 28.06.2021 02:00;427;1015
28.06.2021 02:00 - 28.06.2021 03:00;1561;1223
28.06.2021 03:00 - 28.06.2021 04:00;2048;1239
28.06.2021 04:00 - 28.06.2021 05:00;2148;1133
28.06.2021 05:00 - 28.06.2021 06:00;1826;748
28.06.2021 06:00 - 28.06.2021 07:00;2079;371
28.06.2021 07:00 - 28.06.2021 08:00;1442;0
28.06.2021 08:00 - 28.06.2021 09:00;2331;0
28.06.2021 09:00 - 28.06.2021 10:00;938;0
28.06.2021 10:00 - 28.06.2021 11:00;0;110
28.06.2021 11:00 - 28.06.2021 12:00;0;677
28.06.2021 12:00 - 28.06.2021 13:00;597;880
28.06.2021 13:00 - 28.06.2021 14:00;854;604
28.06.2021 14:00 - 28.06.2021 15:00;454;904
28.06.2021 15:00 - 28.06.2021 16:00;0;759
28.06.2021 16:00 - 28.06.2021 17:00;0;835
28.06.2021 17:00 - 28.06.2021 18:00;0;423
28.06.2021 18:00 - 28.06.2021 19:00;0;698
28.06.2021 19:00 - 28.06.2021 20:00;0;1463
28.06.2021 20:00 - 28.06.2021 21:00;352;151
28.06.2021 21:00 - 28.06.2021 22:00;1673;0
28.06.2021 22:00 - 28.06.2021 23:00;1795;0
28.06.2021 23:00 - 29.06.2021 00:00;1787;0
29.06.2021 00:00 - 29.06.2021 01:00;2811;177
29.06.2021 01:00 - 29.06.2021 02:00;2781;677
29.06.2021 02:00 - 29.06.2021 03:00;2706;705
29.06.2021 03:00 - 29.06.2021 04:00;2753;675
29.06.2021 04:00 - 29.06.2021 05:00;2753;703
29.06.2021 05:00 - 29.06.2021 06:00;2753;507
29.06.2021 06:00 - 29.06.2021 07:00;2716;122
29.06.2021 07:00 - 29.06.2021 08:00;1997;0
29.06.2021 08:00 - 29.06.2021 09:00;1899;0
29.06.2021 09:00 - 29.06.2021 10:00;1239;0
29.06.2021 10:00 - 29.06.2021 11:00;1055;0
29.06.2021 11:00 - 29.06.2021 12:00;663;0
29.06.2021 12:00 - 29.06.2021 13:00;236;0
29.06.2021 13:00 - 29.06.2021 14:00;1481;608
29.06.2021 14:00 - 29.06.2021 15:00;1827;1169
29.06.2021 15:00 - 29.06.2021 16:00;1048;1168
29.06.2021 16:00 - 29.06.2021 17:00;516;1332
29.06.2021 17:00 - 29.06.2021 18:00;697;1393
29.06.2021 18:00 - 29.06.2021 19:00;0;1201
29.06.2021 19:00 - 29.06.2021 20:00;591;1192
29.06.2021 20:00 - 29.06.2021 21:00;206;658
29.06.2021 21:00 - 29.06.2021 22:00;2138;75
29.06.2021 22:00 - 29.06.2021 23:00;1395;0
29.06.2021 23:00 - 30.06.2021 00:00;566;223
30.06.2021 00:00 - 30.06.2021 01:00;2864;1000
30.06.2021 01:00 - 30.06.2021 02:00;2724;1278
30.06.2021 02:00 - 30.06.2021 03:00;2669;1038
30.06.2021 03:00 - 30.06.2021 04:00;2652;1170
30.06.2021 04:00 - 30.06.2021 05:00;2559;979
30.06.2021 05:00 - 30.06.2021 06:00;2582;635
30.06.2021 06:00 - 30.06.2021 07:00;2753;194
30.06.2021 07:00 - 30.06.2021 08:00;3197;0
30.06.2021 08:00 - 30.06.2021 09:00;1506;0
30.06.2021 09:00 - 30.06.2021 10:00;1056;0
30.06.2021 10:00 - 30.06.2021 11:00;457;0
30.06.2021 11:00 - 30.06.2021 12:00;480;0
30.06.2021 12:00 - 30.06.2021 13:00;435;0
30.06.2021 13:00 - 30.06.2021 14:00;109;0
30.06.2021 14:00 - 30.06.2021 15:00;0;36
30.06.2021 15:00 - 30.06.2021 16:00;0;862
30.06.2021 16:00 - 30.06.2021 17:00;9;829
30.06.2021 17:00 - 30.06.2021 18:00;0;503
30.06.2021 18:00 - 30.06.2021 19:00;249;0
30.06.2021 19:00 - 30.06.2021 20:00;848;0
30.06.2021 20:00 - 30.06.2021 21:00;414;0
30.06.2021 21:00 - 30.06.2021 22:00;2543;57
30.06.2021 22:00 - 30.06.2021 23:00;2781;48
30.06.2021 23:00 - 01.07.2021 00:00;3250;1079
01.07.2021 00:00 - 01.07.2021 01:00;2882;339
01.07.2021 01:00 - 01.07.2021 02:00;2854;278
01.07.2021 02:00 - 01.07.2021 03:00;2796;467
01.07.2021 03:00 - 01.07.2021 04:00;2765;409
01.07.2021 04:00 - 01.07.2021 05:00;2822;486
01.07.2021 05:00 - 01.07.2021 06:00;2879;531
01.07.2021 06:00 - 01.07.2021 07:00;2740;358
01.07.2021 07:00 - 01.07.2021 08:00;2225;1575
01.07.2021 08:00 - 01.07.2021 09:00;1137;1750
01.07.2021 09:00 - 01.07.2021 10:00;0;1249
01.07.2021 10:00 - 01.07.2021 11:00;0;515
01.07.2021 11:00 - 01.07.2021 12:00;0;1099
01.07.2021 12:00 - 01.07.2021 13:00;301;1181
01.07.2021 13:00 - 01.07.2021 14:00;2209;1848
01.07.2021 14:00 - 01.07.2021 15:00;2386;2083
01.07.2021 15:00 - 01.07.2021 16:00;1564;1976
01.07.2021 16:00 - 01.07.2021 17:00;865;1819
01.07.2021 17:00 - 01.07.2021 18:00;0;933
01.07.2021 18:00 - 01.07.2021 19:00;47;0
01.07.2021 19:00 - 01.07.2021 20:00;371;0
01.07.2021 20:00 - 01.07.2021 21:00;497;0
01.07.2021 21:00 - 01.07.2021 22:00;778;0
01.07.2021 22:00 - 01.07.2021 23:00;828;0
01.07.2021 23:00 - 02.07.2021 00:00;1625;387
02.07.2021 00:00 - 02.07.2021 01:00;3061;384
02.07.2021 01:00 - 02.07.2021 02:00;3001;830
02.07.2021 02:00 - 02.07.2021 03:00;2925;1024
02.07.2021 03:00 - 02.07.2021 04:00;3056;970
02.07.2021 04:00 - 02.07.2021 05:00;2956;1025
02.07.2021 05:00 - 02.07.2021 06:00;2843;1006
02.07.2021 06:00 - 02.07.2021 07:00;2582;289
02.07.2021 07:00 - 02.07.2021 08:00;277;0
02.07.2021 08:00 - 02.07.2021 09:00;962;0
02.07.2021 09:00 - 02.07.2021 10:00;0;67
02.07.2021 10:00 - 02.07.2021 11:00;0;767
02.07.2021 11:00 - 02.07.2021 12:00;563;1622
02.07.2021 12:00 - 02.07.2021 13:00;1788;1733
02.07.2021 13:00 - 02.07.2021 14:00;2440;2292
02.07.2021 14:00 - 02.07.2021 15:00;2928;2409
02.07.2021 15:00 - 02.07.2021 16:00;3043;2558
02.07.2021 16:00 - 02.07.2021 17:00;2165;2279
02.07.2021 17:00 - 02.07.2021 18:00;293;1766
02.07.2021 18:00 - 02.07.2021 19:00;0;556
02.07.2021 19:00 - 02.07.2021 20:00;0;225
02.07.2021 20:00 - 02.07.2021 21:00;467;0
02.07.2021 21:00 - 02.07.2021 22:00;594;0
02.07.2021 22:00 - 02.07.2021 23:00;108;0
02.07.2021 23:00 - 03.07.2021 00:00;1148;1178
03.07.2021 00:00 - 03.07.2021 01:00;2526;513
03.07.2021 01:00 - 03.07.2021 02:00;2460;774
03.07.2021 02:00 - 03.07.2021 03:00;2545;974
03.07.2021 03:00 - 03.07.2021 04:00;2419;1092
03.07.2021 04:00 - 03.07.2021 05:00;2506;1280
03.07.2021 05:00 - 03.07.2021 06:00;2573;1320
03.07.2021 06:00 - 03.07.2021 07:00;2597;1529
03.07.2021 07:00 - 03.07.2021 08:00;2674;1579
03.07.2021 08:00 - 03.07.2021 09:00;2646;2081
03.07.2021 09:00 - 03.07.2021 10:00;2752;2340
03.07.2021 10:00 - 03.07.2021 11:00;2627;1762
03.07.2021 11:00 - 03.07.2021 12:00;2720;1846
03.07.2021 12:00 - 03.07.2021 13:00;2690;1822
03.07.2021 13:00 - 03.07.2021 14:00;2675;1724
03.07.2021 14:00 - 03.07.2021 15:00;2548;1857
03.07.2021 15:00 - 03.07.2021 16:00;1895;1696
03.07.2021 16:00 - 03.07.2021 17:00;825;1593
03.07.2021 17:00 - 03.07.2021 18:00;374;1923
03.07.2021 18:00 - 03.07.2021 19:00;0;1684
03.07.2021 19:00 - 03.07.2021 20:00;0;1370
03.07.2021 20:00 - 03.07.2021 21:00;976;497
03.07.2021 21:00 - 03.07.2021 22:00;1692;0
03.07.2021 22:00 - 03.07.2021 23:00;2036;71
03.07.2021 23:00 - 04.07.2021 00:00;2328;790
04.07.2021 00:00 - 04.07.2021 01:00;1618;980
04.07.2021 01:00 - 04.07.2021 02:00;1738;1615
04.07.2021 02:00 - 04.07.2021 03:00;1770;1768
04.07.2021 03:00 - 04.07.2021 04:00;1697;1702
04.07.2021 04:00 - 04.07.2021 05:00;2055;1742
04.07.2021 05:00 - 04.07.2021 06:00;2365;1797
04.07.2021 06:00 - 04.07.2021 07:00;2379;2045
04.07.2021 07:00 - 04.07.2021 08:00;2004;3297
04.07.2021 08:00 - 04.07.2021 09:00;1263;3407
04.07.2021 09:00 - 04.07.2021 10:00;0;3931
04.07.2021 10:00 - 04.07.2021 11:00;0;2206
04.07.2021 11:00 - 04.07.2021 12:00;0;3154
04.07.2021 12:00 - 04.07.2021 13:00;0;4366
04.07.2021 13:00 - 04.07.2021 14:00;0;3787
04.07.2021 14:00 - 04.07.2021 15:00;0;4049
04.07.2021 15:00 - 04.07.2021 16:00;0;4962
04.07.2021 16:00 - 04.07.2021 17:00;392;4999
04.07.2021 17:00 - 04.07.2021 18:00;0;4226
04.07.2021 18:00 - 04.07.2021 19:00;0;3857
04.07.2021 19:00 - 04.07.2021 20:00;0;3744
04.07.2021 20:00 - 04.07.2021 21:00;0;2831
04.07.2021 21:00 - 04.07.2021 22:00;2461;1584
04.07.2021 22:00 - 04.07.2021 23:00;2985;826
04.07.2021 23:00 - 05.07.2021 00:00;3325;1327
05.07.2021 00:00 - 05.07.2021 01:00;3037;1951
05.07.2021 01:00 - 05.07.2021 02:00;2949;2290
05.07.2021 02:00 - 05.07.2021 03:00;2993;2101
05.07.2021 03:00 - 05.07.2021 04:00;2991;2117
05.07.2021 04:00 - 05.07.2021 05:00;2981;2203
05.07.2021 05:00 - 05.07.2021 06:00;3027;1965
05.07.2021 06:00 - 05.07.2021 07:00;3038;2233
05.07.2021 07:00 - 05.07.2021 08:00;2575;2581
05.07.2021 08:00 - 05.07.2021 09:00;1446;1849
05.07.2021 09:00 - 05.07.2021 10:00;403;1974
05.07.2021 10:00 - 05.07.2021 11:00;0;1535
05.07.2021 11:00 - 05.07.2021 12:00;0;1541
05.07.2021 12:00 - 05.07.2021 13:00;0;1584
05.07.2021 13:00 - 05.07.2021 14:00;0;1404
05.07.2021 14:00 - 05.07.2021 15:00;0;1192
05.07.2021 15:00 - 05.07.2021 16:00;0;1456
05.07.2021 16:00 - 05.07.2021 17:00;0;1014
05.07.2021 17:00 - 05.07.2021 18:00;0;1104
05.07.2021 18:00 - 05.07.2021 19:00;0;877
05.07.2021 19:00 - 05.07.2021 20:00;0;1288
05.07.2021 20:00 - 05.07.2021 21:00;0;720
05.07.2021 21:00 - 05.07.2021 22:00;386;26
05.07.2021 22:00 - 05.07.2021 23:00;1541;358
05.07.2021 23:00 - 06.07.2021 00:00;2188;1492
06.07.2021 00:00 - 06.07.2021 01:00;2382;1012
06.07.2021 01:00 - 06.07.2021 02:00;2312;1110
06.07.2021 02:00 - 06.07.2021 03:00;2302;1080
06.07.2021 03:00 - 06.07.2021 04:00;2349;1034
06.07.2021 04:00 - 06.07.2021 05:00;2314;932
06.07.2021 05:00 - 06.07.2021 06:00;2429;990
06.07.2021 06:00 - 06.07.2021 07:00;2442;1181
06.07.2021 07:00 - 06.07.2021 08:00;2558;948
06.07.2021 08:00 - 06.07.2021 09:00;2632;1087
06.07.2021 09:00 - 06.07.2021 10:00;2678;1557
06.07.2021 10:00 - 06.07.2021 11:00;2567;1886
06.07.2021 11:00 - 06.07.2021 12:00;2385;2041
06.07.2021 12:00 - 06.07.2021 13:00;2579;2805
06.07.2021 13:00 - 06.07.2021 14:00;2335;1744
06.07.2021 14:00 - 06.07.2021 15:00;2565;1942
06.07.2021 15:00 - 06.07.2021 16:00;2559;1498
06.07.2021 16:00 - 06.07.2021 17:00;2256;1395
06.07.2021 17:00 - 06.07.2021 18:00;1732;1355
06.07.2021 18:00 - 06.07.2021 19:00;146;2674
06.07.2021 19:00 - 06.07.2021 20:00;0;2640
06.07.2021 20:00 - 06.07.2021 21:00;0;1940
06.07.2021 21:00 - 06.07.2021 22:00;759;802
06.07.2021 22:00 - 06.07.2021 23:00;1401;366
06.07.2021 23:00 - 07.07.2021 00:00;2153;1759
07.07.2021 00:00 - 07.07.2021 01:00;2987;763
07.07.2021 01:00 - 07.07.2021 02:00;3056;628
07.07.2021 02:00 - 07.07.2021 03:00;2905;335
07.07.2021 03:00 - 07.07.2021 04:00;2906;338
07.07.2021 04:00 - 07.07.2021 05:00;2715;57
07.07.2021 05:00 - 07.07.2021 06:00;2742;53
07.07.2021 06:00 - 07.07.2021 07:00;2473;0
07.07.2021 07:00 - 07.07.2021 08:00;2512;0
07.07.2021 08:00 - 07.07.2021 09:00;2185;0
07.07.2021 09:00 - 07.07.2021 10:00;1973;0
07.07.2021 10:00 - 07.07.2021 11:00;993;0
07.07.2021 11:00 - 07.07.2021 12:00;0;16
07.07.2021 12:00 - 07.07.2021 13:00;897;763
07.07.2021 13:00 - 07.07.2021 14:00;2340;1125
07.07.2021 14:00 - 07.07.2021 15:00;1857;1348
07.07.2021 15:00 - 07.07.2021 16:00;753;1433
07.07.2021 16:00 - 07.07.2021 17:00;0;1030
07.07.2021 17:00 - 07.07.2021 18:00;0;1219
07.07.2021 18:00 - 07.07.2021 19:00;0;2794
07.07.2021 19:00 - 07.07.2021 20:00;0;3652
07.07.2021 20:00 - 07.07.2021 21:00;621;2939
07.07.2021 21:00 - 07.07.2021 22:00;1793;3052
07.07.2021 22:00 - 07.07.2021 23:00;2438;2620
07.07.2021 23:00 - 08.07.2021 00:00;648;2539
08.07.2021 00:00 - 08.07.2021 01:00;2259;876
08.07.2021 01:00 - 08.07.2021 02:00;2291;714
08.07.2021 02:00 - 08.07.2021 03:00;2247;470
08.07.2021 03:00 - 08.07.2021 04:00;2431;453
08.07.2021 04:00 - 08.07.2021 05:00;2319;386
08.07.2021 05:00 - 08.07.2021 06:00;1834;237
08.07.2021 06:00 - 08.07.2021 07:00;1216;0
08.07.2021 07:00 - 08.07.2021 08:00;1181;0
08.07.2021 08:00 - 08.07.2021 09:00;2033;0
08.07.2021 09:00 - 08.07.2021 10:00;1007;0
08.07.2021 10:00 - 08.07.2021 11:00;0;327
08.07.2021 11:00 - 08.07.2021 12:00;201;0
08.07.2021 12:00 - 08.07.2021 13:00;0;148
08.07.2021 13:00 - 08.07.2021 14:00;0;153
08.07.2021 14:00 - 08.07.2021 15:00;0;949
08.07.2021 15:00 - 08.07.2021 16:00;0;1176
08.07.2021 16:00 - 08.07.2021 17:00;0;1283
08.07.2021 17:00 - 08.07.2021 18:00;0;1720
08.07.2021 18:00 - 08.07.2021 19:00;0;2323
08.07.2021 19:00 - 08.07.2021 20:00;332;1867
08.07.2021 20:00 - 08.07.2021 21:00;736;1894
08.07.2021 21:00 - 08.07.2021 22:00;1339;1641
08.07.2021 22:00 - 08.07.2021 23:00;1930;1936
08.07.2021 23:00 - 09.07.2021 00:00;701;1198
09.07.2021 00:00 - 09.07.2021 01:00;1950;2288
09.07.2021 01:00 - 09.07.2021 02:00;2360;2743
09.07.2021 02:00 - 09.07.2021 03:00;2469;3002
09.07.2021 03:00 - 09.07.2021 04:00;2561;2907
09.07.2021 04:00 - 09.07.2021 05:00;2418;2812
09.07.2021 05:00 - 09.07.2021 06:00;2392;2703
09.07.2021 06:00 - 09.07.2021 07:00;2412;1976
09.07.2021 07:00 - 09.07.2021 08:00;1827;1412
09.07.2021 08:00 - 09.07.2021 09:00;1587;1390
09.07.2021 09:00 - 09.07.2021 10:00;137;1468
09.07.2021 10:00 - 09.07.2021 11:00;79;2467
09.07.2021 11:00 - 09.07.2021 12:00;0;2357
09.07.2021 12:00 - 09.07.2021 13:00;2519;2800
09.07.2021 13:00 - 09.07.2021 14:00;3061;2911
09.07.2021 14:00 - 09.07.2021 15:00;3394;3253
09.07.2021 15:00 - 09.07.2021 16:00;3252;3638
09.07.2021 16:00 - 09.07.2021 17:00;3113;4198
09.07.2021 17:00 - 09.07.2021 18:00;2950;3529
09.07.2021 18:00 - 09.07.2021 19:00;1563;3157
09.07.2021 19:00 - 09.07.2021 20:00;1166;2700
09.07.2021 20:00 - 09.07.2021 21:00;2506;2435
09.07.2021 21:00 - 09.07.2021 22:00;3242;927
09.07.2021 22:00 - 09.07.2021 23:00;2903;774
