Time (CET);Demand;Imports;Exports;Price;Hydro;Nuclear;Other renewable;Solar;Wind
15.08.2021 02:00 - 15.08.2021 03:00;25002;2458;1082;121.5;2560;6920;81;89;3605
15.08.2021 03:00 - 15.08.2021 04:00;23959;2400;1414;121.08;2230;6926;81;89;3775
15.08.2021 04:00 - 15.08.2021 05:00;23393;2172;1477;120.92;1982;6928;81;89;4208
15.08.2021 05:00 - 15.08.2021 06:00;22895;2201;1428;120.92;1844;6930;79;89;4534
15.08.2021 06:00 - 15.08.2021 07:00;22906;2503;1458;120.92;1939;6932;82;89;4580
15.08.2021 07:00 - 15.08.2021 08:00;22656;2496;1646;116.75;2013;6933;84;147;4463
15.08.2021 08:00 - 15.08.2021 09:00;23068;2831;1738;111.35;2490;6937;84;1314;4368
15.08.2021 09:00 - 15.08.2021 10:00;24604;2703;1973;112.97;2365;6936;83;3899;3854
15.08.2021 10:00 - 15.08.2021 11:00;26151;2785;2201;108;2432;6929;82;6077;3209
15.08.2021 11:00 - 15.08.2021 12:00;27389;2822;2510;105.97;2141;6922;83;7833;3191
15.08.2021 12:00 - 15.08.2021 13:00;28716;2881;2870;100.97;2616;6916;86;8838;3548
15.08.2021 13:00 - 15.08.2021 14:00;29792;2735;2797;105.91;2179;6902;85;9288;4025
15.08.2021 14:00 - 15.08.2021 15:00;30431;2637;2479;99.8;2598;6851;77;9020;4403
15.08.2021 15:00 - 15.08.2021 16:00;30154;2783;2312;89.14;3462;6831;76;8577;5104
15.08.2021 16:00 - 15.08.2021 17:00;29796;2827;1664;84.67;4013;6831;75;7429;6091
15.08.2021 17:00 - 15.08.2021 18:00;29625;2834;2082;84.47;4480;6835;73;6781;7388
15.08.2021 18:00 - 15.08.2021 19:00;29640;2971;3637;84.97;4264;6844;73;5465;8217
15.08.2021 19:00 - 15.08.2021 20:00;29613;2846;3754;96.07;3673;6863;75;3365;8848
15.08.2021 20:00 - 15.08.2021 21:00;29847;2836;3262;119.5;3496;6885;76;1211;9264
15.08.2021 21:00 - 15.08.2021 22:00;31114;2826;1320;122.49;3916;6907;78;398;9265
15.08.2021 22:00 - 15.08.2021 23:00;31045;2878;1217;123.09;4112;6912;81;251;8984
15.08.2021 23:00 - 16.08.2021 00:00;29346;2727;1897;121.08;3390;6916;82;133;9151
16.08.2021 00:00 - 16.08.2021 01:00;27671;2231;2031;102;3443;6918;82;127;8991
16.08.2021 01:00 - 16.08.2021 02:00;26091;2266;1894;89.5;2747;6924;83;92;8792
16.08.2021 02:00 - 16.08.2021 03:00;24843;2303;1878;85.84;2793;6926;82;88;8757
16.08.2021 03:00 - 16.08.2021 04:00;23974;1781;2372;85.49;3683;6929;83;94;8685
16.08.2021 04:00 - 16.08.2021 05:00;23624;2163;2142;84.99;3044;6932;83;100;8648
16.08.2021 05:00 - 16.08.2021 06:00;23821;2230;1961;85.49;3151;6929;83;99;8499
16.08.2021 06:00 - 16.08.2021 07:00;24933;2163;1156;89.1;3423;6932;83;99;8404
16.08.2021 07:00 - 16.08.2021 08:00;25885;2443;1581;90.24;3596;6935;79;172;8389
16.08.2021 08:00 - 16.08.2021 09:00;26629;2488;1997;92.93;3646;6940;81;1675;8189
16.08.2021 09:00 - 16.08.2021 10:00;28189;2284;2164;89.14;3054;6939;82;4855;7671
16.08.2021 10:00 - 16.08.2021 11:00;29348;2436;3016;85.83;2441;6933;86;7902;7349
16.08.2021 11:00 - 16.08.2021 12:00;30405;2376;3660;84.99;2786;6927;89;9598;7273
16.08.2021 12:00 - 16.08.2021 13:00;31410;2622;3354;84.99;3173;6920;90;10515;7286
16.08.2021 13:00 - 16.08.2021 14:00;32392;2630;3217;84.99;2642;6917;93;10956;7618
16.08.2021 14:00 - 16.08.2021 15:00;33063;2216;3135;85.74;2697;6917;91;10909;8327
16.08.2021 15:00 - 16.08.2021 16:00;32622;2311;3408;84.4;2327;6915;88;10452;9072
16.08.2021 16:00 - 16.08.2021 17:00;32238;2175;3539;83;2097;6912;87;9888;9740
16.08.2021 17:00 - 16.08.2021 18:00;31887;2174;3446;82.7;1852;6911;88;9226;10391
16.08.2021 18:00 - 16.08.2021 19:00;31146;2330;3434;82.6;2093;6915;90;8010;10652
16.08.2021 19:00 - 16.08.2021 20:00;30581;2379;4013;84.9;2292;6916;93;5589;11213
16.08.2021 20:00 - 16.08.2021 21:00;30435;2485;3244;90.24;3203;6924;92;2111;11458
16.08.2021 21:00 - 16.08.2021 22:00;31298;2549;2730;109.35;2976;6928;91;755;12034
16.08.2021 22:00 - 16.08.2021 23:00;30605;2675;2924;105;2745;6932;93;611;12563
16.08.2021 23:00 - 17.08.2021 00:00;28643;2726;3347;90.74;3016;6939;95;597;12199
17.08.2021 00:00 - 17.08.2021 01:00;27736;1900;2301;87.5;1923;6944;87;597;11736
17.08.2021 01:00 - 17.08.2021 02:00;26239;1884;2090;84.7;2511;6947;86;578;11434
17.08.2021 02:00 - 17.08.2021 03:00;25030;1788;2060;83.49;3043;6950;87;541;11258
17.08.2021 03:00 - 17.08.2021 04:00;24245;1825;2332;82.49;2896;6953;89;502;11121
17.08.2021 04:00 - 17.08.2021 05:00;23884;1927;2230;82.09;2961;6954;93;439;11000
17.08.2021 05:00 - 17.08.2021 06:00;23971;1829;2182;82.49;3006;6951;89;416;11000
17.08.2021 06:00 - 17.08.2021 07:00;25268;1958;1722;84.6;3196;6954;90;298;11287
17.08.2021 07:00 - 17.08.2021 08:00;26482;2272;1275;85;3011;6959;90;245;11184
17.08.2021 08:00 - 17.08.2021 09:00;27279;2211;1516;86;2965;6965;92;1646;11063
17.08.2021 09:00 - 17.08.2021 10:00;28636;1922;2452;84.9;2968;6964;90;4780;10815
17.08.2021 10:00 - 17.08.2021 11:00;29690;2222;3109;84.4;3241;6957;93;8020;10366
17.08.2021 11:00 - 17.08.2021 12:00;30561;2213;3234;84.6;3608;6953;91;9601;9609
17.08.2021 12:00 - 17.08.2021 13:00;31366;2255;3816;84.99;2383;6948;91;10349;8852
17.08.2021 13:00 - 17.08.2021 14:00;32054;2241;3336;89.14;1807;6946;95;10652;8086
17.08.2021 14:00 - 17.08.2021 15:00;32381;2145;3330;89.99;2133;6942;99;10840;7612
17.08.2021 15:00 - 17.08.2021 16:00;31744;2166;3585;86.41;2064;6938;99;10709;7431
17.08.2021 16:00 - 17.08.2021 17:00;31588;2322;3810;85;1750;6940;99;10427;7745
17.08.2021 17:00 - 17.08.2021 18:00;31251;2176;3721;84.99;1513;6943;100;9670;8401
17.08.2021 18:00 - 17.08.2021 19:00;30614;2189;3812;85.36;2176;6945;99;8098;9113
17.08.2021 19:00 - 17.08.2021 20:00;30169;2112;4171;96.8;2101;6949;104;5244;9464
17.08.2021 20:00 - 17.08.2021 21:00;29956;2186;3274;107.02;3152;6952;106;1858;10036
17.08.2021 21:00 - 17.08.2021 22:00;30833;2183;2538;120;3589;6957;106;734;10540
17.08.2021 22:00 - 17.08.2021 23:00;29798;2111;3217;112.03;3471;6960;106;644;10941
17.08.2021 23:00 - 18.08.2021 00:00;27904;2111;3263;94;2628;6961;106;642;10888
18.08.2021 00:00 - 18.08.2021 01:00;27146;2189;2563;90.24;2161;6964;96;636;10549
18.08.2021 01:00 - 18.08.2021 02:00;25772;1998;2570;84.9;2099;6965;97;636;10261
18.08.2021 02:00 - 18.08.2021 03:00;24705;1906;2554;84.4;2248;6965;96;584;10137
18.08.2021 03:00 - 18.08.2021 04:00;24021;2137;2558;84.1;2177;6965;95;404;9921
18.08.2021 04:00 - 18.08.2021 05:00;23820;1957;2521;83.99;2276;6967;97;275;9717
18.08.2021 05:00 - 18.08.2021 06:00;23879;1878;2523;84.4;1983;6968;98;212;9694
18.08.2021 06:00 - 18.08.2021 07:00;25377;1959;2272;90.1;1461;6970;97;175;9597
18.08.2021 07:00 - 18.08.2021 08:00;26532;2102;2086;102.99;1581;6973;98;223;9122
18.08.2021 08:00 - 18.08.2021 09:00;27395;2017;2194;113.01;2103;6970;103;1649;8417
18.08.2021 09:00 - 18.08.2021 10:00;28712;1853;2709;114.9;2016;6968;105;4903;7725
18.08.2021 10:00 - 18.08.2021 11:00;29726;2218;3235;100;2336;6966;103;8066;6593
18.08.2021 11:00 - 18.08.2021 12:00;30392;2244;3325;101.07;2575;6962;103;9656;5584
18.08.2021 12:00 - 18.08.2021 13:00;31242;2265;3188;105.45;3098;6952;102;10481;4909
18.08.2021 13:00 - 18.08.2021 14:00;31928;2205;2904;113.36;3282;6947;104;10876;4398
18.08.2021 14:00 - 18.08.2021 15:00;32241;2808;2538;116.38;2983;6941;104;10938;4249
18.08.2021 15:00 - 18.08.2021 16:00;31646;2708;3873;116.38;3047;6935;104;10861;4448
18.08.2021 16:00 - 18.08.2021 17:00;31293;2756;4277;112;2732;6933;103;10354;5138
18.08.2021 17:00 - 18.08.2021 18:00;31207;2755;4176;110;2390;6930;105;9520;6176
18.08.2021 18:00 - 18.08.2021 19:00;30458;2708;3907;110.35;2227;6931;105;8064;6966
18.08.2021 19:00 - 18.08.2021 20:00;29928;2904;4329;116.75;2894;6934;102;5304;7766
18.08.2021 20:00 - 18.08.2021 21:00;29768;2790;3419;125.53;3817;6938;105;1883;8084
18.08.2021 21:00 - 18.08.2021 22:00;30662;2911;1083;126.84;4024;6944;105;795;8416
18.08.2021 22:00 - 18.08.2021 23:00;29594;2880;1495;125.64;3655;6950;101;681;8654
18.08.2021 23:00 - 19.08.2021 00:00;27761;2774;2445;116.91;3315;6953;101;673;8406
19.08.2021 00:00 - 19.08.2021 01:00;27055;2493;2472;103.21;3409;6954;94;627;8150
19.08.2021 01:00 - 19.08.2021 02:00;25677;2077;2306;91.02;2654;6953;95;547;7714
19.08.2021 02:00 - 19.08.2021 03:00;24518;2405;2143;89.5;1928;6955;96;396;7389
19.08.2021 03:00 - 19.08.2021 04:00;23808;2497;2031;89.14;2379;6956;95;347;6882
19.08.2021 04:00 - 19.08.2021 05:00;23586;2340;1869;89.14;2475;6957;94;305;6297
19.08.2021 05:00 - 19.08.2021 06:00;23714;2330;1615;89.5;2491;6959;93;220;5828
19.08.2021 06:00 - 19.08.2021 07:00;25272;2382;1325;112;3043;6960;93;89;5264
19.08.2021 07:00 - 19.08.2021 08:00;26612;2615;619;119.85;3517;6960;90;109;4786
19.08.2021 08:00 - 19.08.2021 09:00;27449;2620;271;125;3407;6958;92;1422;3955
19.08.2021 09:00 - 19.08.2021 10:00;28812;2559;532;120;3529;6959;93;4320;3087
19.08.2021 10:00 - 19.08.2021 11:00;29717;2998;1857;113.05;3293;6959;96;7180;2511
19.08.2021 11:00 - 19.08.2021 12:00;30353;2981;2003;115;3185;6957;100;8563;2027
19.08.2021 12:00 - 19.08.2021 13:00;31131;2766;2083;119.65;2987;6955;100;9520;1915
19.08.2021 13:00 - 19.08.2021 14:00;31891;2800;1185;121.1;2500;6953;96;10407;1899
19.08.2021 14:00 - 19.08.2021 15:00;32112;2788;1392;120;2425;6947;98;10596;2096
19.08.2021 15:00 - 19.08.2021 16:00;31523;2945;2101;116.86;2286;6946;98;10156;2381
19.08.2021 16:00 - 19.08.2021 17:00;31049;2544;2145;116.86;2366;6943;98;9685;2777
19.08.2021 17:00 - 19.08.2021 18:00;30813;2774;2021;116.44;2480;6943;100;9173;2959
19.08.2021 18:00 - 19.08.2021 19:00;30180;2786;2694;116.86;2974;6945;99;7756;3238
19.08.2021 19:00 - 19.08.2021 20:00;29786;603;764;126.78;4168;6943;97;5081;3431
19.08.2021 20:00 - 19.08.2021 21:00;29625;2818;0;128.12;4405;6941;99;1818;3513
19.08.2021 21:00 - 19.08.2021 22:00;30584;3550;0;129.37;5152;6945;102;713;3747
19.08.2021 22:00 - 19.08.2021 23:00;29454;3183;0;127.6;4405;6948;99;597;3958
19.08.2021 23:00 - 20.08.2021 00:00;27553;2902;762;125.65;3636;6953;101;566;4073
20.08.2021 00:00 - 20.08.2021 01:00;26912;2665;42;120.5;2948;6955;98;518;3995
20.08.2021 01:00 - 20.08.2021 02:00;25512;2550;303;119.04;2411;6956;99;395;3530
20.08.2021 02:00 - 20.08.2021 03:00;24376;2496;576;117.49;2139;6955;101;353;3045
20.08.2021 03:00 - 20.08.2021 04:00;23796;2452;790;116;2252;6955;99;352;2530
20.08.2021 04:00 - 20.08.2021 05:00;23488;2457;1034;115.45;2660;6954;99;277;2324
20.08.2021 05:00 - 20.08.2021 06:00;23614;2466;886;116;2964;6952;98;73;2161
20.08.2021 06:00 - 20.08.2021 07:00;25143;2952;0;120.5;2929;6952;101;10;2002
20.08.2021 07:00 - 20.08.2021 08:00;26288;3228;0;122.62;3386;6955;100;63;1787
20.08.2021 08:00 - 20.08.2021 09:00;27275;3150;0;125;3551;6962;101;1533;1528
20.08.2021 09:00 - 20.08.2021 10:00;28834;2566;117;122.01;3344;6955;100;5043;1203
20.08.2021 10:00 - 20.08.2021 11:00;29970;2604;993;118.24;2846;6947;103;8589;1113
20.08.2021 11:00 - 20.08.2021 12:00;30814;2810;1889;115.45;3141;6942;103;10175;1262
20.08.2021 12:00 - 20.08.2021 13:00;31613;2787;1799;115.45;2755;6936;104;10887;1615
20.08.2021 13:00 - 20.08.2021 14:00;32286;2677;1793;112.95;2321;6924;107;11145;2217
20.08.2021 14:00 - 20.08.2021 15:00;32466;2668;1859;112.95;2036;6920;106;11234;2888
20.08.2021 15:00 - 20.08.2021 16:00;31715;2505;2024;104.38;2390;6917;104;11002;3335
20.08.2021 16:00 - 20.08.2021 17:00;31339;2329;1877;104.07;2460;6913;105;10644;3614
20.08.2021 17:00 - 20.08.2021 18:00;31024;2460;2546;104.99;2434;6917;104;9919;3971
20.08.2021 18:00 - 20.08.2021 19:00;30438;1512;2207;113.27;2401;6919;104;8482;4333
20.08.2021 19:00 - 20.08.2021 20:00;30117;207;1086;123.2;3587;6920;104;5498;4378
20.08.2021 20:00 - 20.08.2021 21:00;29858;2096;0;126.14;4386;6922;104;1913;4248
20.08.2021 21:00 - 20.08.2021 22:00;30660;3277;0;124.93;4763;6927;106;759;4150
20.08.2021 22:00 - 20.08.2021 23:00;29322;2909;328;121.67;4431;6932;105;656;4340
20.08.2021 23:00 - 21.08.2021 00:00;27355;2710;383;119.04;2943;6936;102;651;4485
21.08.2021 00:00 - 21.08.2021 01:00;26719;2557;283;119.45;2634;6938;101;643;4521
21.08.2021 01:00 - 21.08.2021 02:00;25466;2328;818;117.3;2699;6941;101;605;4250
21.08.2021 02:00 - 21.08.2021 03:00;24166;2406;818;114.68;2240;6944;100;546;4028
21.08.2021 03:00 - 21.08.2021 04:00;23311;2473;816;109.99;2377;6944;100;453;3730
21.08.2021 04:00 - 21.08.2021 05:00;22778;2412;946;106;2539;6943;100;428;3258
21.08.2021 05:00 - 21.08.2021 06:00;22552;2400;761;110.51;2715;6945;98;406;2922
21.08.2021 06:00 - 21.08.2021 07:00;22942;2390;479;114.62;2821;6944;97;234;2656
21.08.2021 07:00 - 21.08.2021 08:00;23145;2470;477;115.59;2781;6947;98;143;2495
21.08.2021 08:00 - 21.08.2021 09:00;24043;2701;1133;115.12;2866;6948;99;1538;2021
21.08.2021 09:00 - 21.08.2021 10:00;25880;2624;1467;113.99;2742;6951;96;5051;1344
21.08.2021 10:00 - 21.08.2021 11:00;27524;2707;1766;113.52;2109;6948;95;8570;1160
21.08.2021 11:00 - 21.08.2021 12:00;28345;2773;2149;107.45;2057;6942;98;10025;1206
21.08.2021 12:00 - 21.08.2021 13:00;28945;2845;2454;103.75;1987;6941;98;10721;1384
21.08.2021 13:00 - 21.08.2021 14:00;29694;2887;2095;104.51;2063;6938;97;10965;1937
21.08.2021 14:00 - 21.08.2021 15:00;29879;2877;1905;100;2201;6934;98;10858;2229
21.08.2021 15:00 - 21.08.2021 16:00;29473;2670;1885;91.5;2865;6926;98;10748;2446
21.08.2021 16:00 - 21.08.2021 17:00;28927;2713;1668;91.2;3387;6921;94;10297;2927
21.08.2021 17:00 - 21.08.2021 18:00;28544;1541;1506;95.27;2511;6921;96;9228;3140
21.08.2021 18:00 - 21.08.2021 19:00;28397;1341;1490;107.92;2158;6919;97;7722;3294
21.08.2021 19:00 - 21.08.2021 20:00;28329;2265;1091;114.68;2774;6918;97;4939;3596
21.08.2021 20:00 - 21.08.2021 21:00;28466;2788;441;119.1;3693;6923;97;1719;3928
21.08.2021 21:00 - 21.08.2021 22:00;29625;3292;0;123;3501;6927;101;675;4799
21.08.2021 22:00 - 21.08.2021 23:00;28457;3006;886;119.1;3233;6934;100;594;5346
21.08.2021 23:00 - 22.08.2021 00:00;26756;2786;1589;115.12;2870;6938;99;553;5629
22.08.2021 00:00 - 22.08.2021 01:00;25417;2855;1342;110.41;2549;6939;99;488;5847
22.08.2021 01:00 - 22.08.2021 02:00;24013;2515;1827;109.39;2576;6837;101;478;5819
22.08.2021 02:00 - 22.08.2021 03:00;22958;2365;1878;106;2826;6731;101;442;5562
22.08.2021 03:00 - 22.08.2021 04:00;22059;2280;1889;107.79;2609;6759;98;386;5186
22.08.2021 04:00 - 22.08.2021 05:00;21551;2210;1820;105;2570;6787;97;366;4735
22.08.2021 05:00 - 22.08.2021 06:00;21423;2195;1729;102;2826;6801;99;365;4414
22.08.2021 06:00 - 22.08.2021 07:00;21563;2219;1720;107.79;2747;6833;98;240;3877
22.08.2021 07:00 - 22.08.2021 08:00;21396;2214;2734;108.2;2628;6856;97;113;3449
22.08.2021 08:00 - 22.08.2021 09:00;21633;2295;2934;106;2490;6889;97;1179;3332
22.08.2021 09:00 - 22.08.2021 10:00;23120;1946;2957;99.44;3030;6904;97;3778;2987
22.08.2021 10:00 - 22.08.2021 11:00;24355;2400;2756;90.24;2003;6923;98;6180;3011
22.08.2021 11:00 - 22.08.2021 12:00;25142;2438;3076;90.24;2199;6939;97;7275;2979
22.08.2021 12:00 - 22.08.2021 13:00;25926;2118;3322;98.92;2701;6946;95;8151;2767
22.08.2021 13:00 - 22.08.2021 14:00;27327;2218;2822;107.89;2364;6944;95;9001;2980
22.08.2021 14:00 - 22.08.2021 15:00;27991;2310;2613;107.79;2152;6935;93;9124;3613
22.08.2021 15:00 - 22.08.2021 16:00;27644;2568;2549;88.2;3180;6931;89;9020;4214
22.08.2021 16:00 - 22.08.2021 17:00;27058;2382;2379;88.17;3153;6924;90;8606;5037
22.08.2021 17:00 - 22.08.2021 18:00;26879;2348;2530;88.14;3261;6916;90;7722;5794
22.08.2021 18:00 - 22.08.2021 19:00;26872;2302;3654;88.19;2816;6915;89;5738;7012
22.08.2021 19:00 - 22.08.2021 20:00;27093;2651;4290;95;1918;6919;92;3137;8691
22.08.2021 20:00 - 22.08.2021 21:00;27459;2479;3013;100.01;2404;6924;94;1019;9803
22.08.2021 21:00 - 22.08.2021 22:00;29256;2735;3000;108.39;3647;6928;94;450;10435
22.08.2021 22:00 - 22.08.2021 23:00;28908;2688;3102;108;3208;6930;93;332;10803
22.08.2021 23:00 - 23.08.2021 00:00;27348;2791;3140;91.02;2918;6934;92;165;10851
23.08.2021 00:00 - 23.08.2021 01:00;25988;2771;2661;89.5;3019;6936;91;82;10507
23.08.2021 01:00 - 23.08.2021 02:00;24463;2557;2640;86.62;3008;6938;92;55;10223
23.08.2021 02:00 - 23.08.2021 03:00;23345;2620;2288;86.56;3135;6941;91;38;10288
23.08.2021 03:00 - 23.08.2021 04:00;22736;2440;2424;85.84;3175;6943;91;44;9776
23.08.2021 04:00 - 23.08.2021 05:00;22578;2439;2203;85.84;2978;6944;89;53;9191
23.08.2021 05:00 - 23.08.2021 06:00;22784;2316;1772;86.56;3051;6943;88;54;8783
23.08.2021 06:00 - 23.08.2021 07:00;24846;2257;1486;90.1;2634;6945;89;54;8299
23.08.2021 07:00 - 23.08.2021 08:00;26787;1509;643;111.29;2426;6944;87;88;8426
23.08.2021 08:00 - 23.08.2021 09:00;28066;1979;2215;114.59;2901;6947;96;1202;7986
23.08.2021 09:00 - 23.08.2021 10:00;29667;1683;1833;114.18;2928;6948;100;3994;7762
23.08.2021 10:00 - 23.08.2021 11:00;30933;1302;1397;106.98;2542;6949;104;6641;7633
23.08.2021 11:00 - 23.08.2021 12:00;31634;618;1803;103.47;2589;6946;104;8387;7544
23.08.2021 12:00 - 23.08.2021 13:00;32666;1598;2172;99.44;2614;6945;106;9070;7559
23.08.2021 13:00 - 23.08.2021 14:00;33595;2927;3037;94;2621;6941;107;9571;7388
23.08.2021 14:00 - 23.08.2021 15:00;33874;2843;3000;96.1;2675;6938;109;9878;7304
23.08.2021 15:00 - 23.08.2021 16:00;33191;2744;3079;93.95;2582;6934;110;9525;7561
23.08.2021 16:00 - 23.08.2021 17:00;32864;2731;3097;91.02;2633;6930;109;8732;7833
23.08.2021 17:00 - 23.08.2021 18:00;32563;2392;2812;95;2555;6933;108;7557;8565
23.08.2021 18:00 - 23.08.2021 19:00;31718;1529;2815;105;2215;6933;105;6030;9625
23.08.2021 19:00 - 23.08.2021 20:00;31133;781;3487;114.18;2731;6937;107;3489;10490
23.08.2021 20:00 - 23.08.2021 21:00;30967;2333;2689;114.18;2862;6942;108;1093;11138
23.08.2021 21:00 - 23.08.2021 22:00;32043;2820;2437;115.54;3246;6948;110;427;11936
23.08.2021 22:00 - 23.08.2021 23:00;30663;2532;2508;114.18;2131;6951;108;334;12615
23.08.2021 23:00 - 24.08.2021 00:00;28599;2583;3252;100;1830;6952;107;251;12763
24.08.2021 00:00 - 24.08.2021 01:00;27820;2415;2629;85.74;2053;6951;101;176;13319
24.08.2021 01:00 - 24.08.2021 02:00;26517;2262;2326;85.49;2323;6952;100;137;12592
24.08.2021 02:00 - 24.08.2021 03:00;25381;2343;2245;85;2412;6954;101;87;11557
24.08.2021 03:00 - 24.08.2021 04:00;24789;2255;2153;84.77;2559;6962;96;74;10916
24.08.2021 04:00 - 24.08.2021 05:00;24400;2327;2136;84.34;2565;6964;92;74;10420
24.08.2021 05:00 - 24.08.2021 06:00;24649;2482;1963;85.47;2496;6967;95;74;9619
24.08.2021 06:00 - 24.08.2021 07:00;26190;2348;1153;85.84;2651;6967;98;74;9054
24.08.2021 07:00 - 24.08.2021 08:00;27955;2132;352;90;2320;6970;97;109;8728
24.08.2021 08:00 - 24.08.2021 09:00;28911;1704;0;110.63;2931;6971;104;1140;8352
24.08.2021 09:00 - 24.08.2021 10:00;30369;1979;894;106.97;2912;6968;106;3754;8138
24.08.2021 10:00 - 24.08.2021 11:00;31153;1741;1342;101;2184;6967;110;6149;8064
24.08.2021 11:00 - 24.08.2021 12:00;31864;1808;1679;96;2010;6963;106;7782;7450
24.08.2021 12:00 - 24.08.2021 13:00;32768;2927;2255;91.49;2135;6958;108;8685;6505
24.08.2021 13:00 - 24.08.2021 14:00;33393;2856;2470;99.03;3150;6954;112;8954;5420
24.08.2021 14:00 - 24.08.2021 15:00;33373;2413;2207;112.28;3219;6947;109;8590;4785
24.08.2021 15:00 - 24.08.2021 16:00;32582;2506;2665;112.28;2841;6942;109;8086;4715
24.08.2021 16:00 - 24.08.2021 17:00;32136;2509;3005;114.95;2737;6940;109;7519;5087
24.08.2021 17:00 - 24.08.2021 18:00;31845;2565;3183;114.99;2962;6935;106;6378;5700
24.08.2021 18:00 - 24.08.2021 19:00;31151;2593;3711;113.75;3274;6935;109;4571;6387
24.08.2021 19:00 - 24.08.2021 20:00;30835;2407;2907;116;3634;6941;110;2686;7167
24.08.2021 20:00 - 24.08.2021 21:00;30816;2447;1914;118.5;3844;6944;111;868;7741
24.08.2021 21:00 - 24.08.2021 22:00;31605;2511;1041;120.35;3852;6952;112;330;7980
24.08.2021 22:00 - 24.08.2021 23:00;30018;2560;1811;119.1;3169;6959;110;260;8399
24.08.2021 23:00 - 25.08.2021 00:00;27896;2539;2646;115.55;2605;6954;109;166;8654
25.08.2021 00:00 - 25.08.2021 01:00;27109;2428;2112;114.34;2171;6947;102;95;8096
25.08.2021 01:00 - 25.08.2021 02:00;25760;2344;2033;110;2137;6947;102;74;7348
25.08.2021 02:00 - 25.08.2021 03:00;24685;2417;1975;108;1818;6945;103;75;6443
25.08.2021 03:00 - 25.08.2021 04:00;23924;2393;1932;105.72;1774;6947;100;85;5562
25.08.2021 04:00 - 25.08.2021 05:00;23776;2484;1782;107.9;1537;6954;101;88;5501
25.08.2021 05:00 - 25.08.2021 06:00;24122;2552;1239;114.34;1643;6954;102;88;4872
25.08.2021 06:00 - 25.08.2021 07:00;25972;2544;991;117.47;2456;6954;101;88;3962
25.08.2021 07:00 - 25.08.2021 08:00;27551;2672;788;118.08;2704;6953;102;105;3609
25.08.2021 08:00 - 25.08.2021 09:00;28477;2748;363;119;2703;6953;103;930;2871
25.08.2021 09:00 - 25.08.2021 10:00;30023;2750;519;119.1;2967;6950;103;3157;2258
25.08.2021 10:00 - 25.08.2021 11:00;31105;2802;1075;117.68;2621;6949;107;5302;1958
25.08.2021 11:00 - 25.08.2021 12:00;31790;2817;1441;116.95;2133;6948;105;7272;1676
25.08.2021 12:00 - 25.08.2021 13:00;32642;2516;1302;116.94;2206;6944;106;8257;1591
25.08.2021 13:00 - 25.08.2021 14:00;33217;2463;1444;117.03;2368;6939;103;8709;1750
25.08.2021 14:00 - 25.08.2021 15:00;33221;2176;1208;117.27;2151;6940;108;9060;1853
25.08.2021 15:00 - 25.08.2021 16:00;32391;2090;1437;116.53;2068;6937;110;9149;2047
25.08.2021 16:00 - 25.08.2021 17:00;31951;2289;3360;116.74;2663;6937;106;8878;2473
25.08.2021 17:00 - 25.08.2021 18:00;31634;2375;3581;116.74;2481;6934;108;7798;2585
25.08.2021 18:00 - 25.08.2021 19:00;30948;2436;3426;117.47;2965;6934;112;6148;2558
25.08.2021 19:00 - 25.08.2021 20:00;30534;2541;3083;119;3504;6938;113;3670;2532
25.08.2021 20:00 - 25.08.2021 21:00;30593;2449;1865;123.72;4216;6942;113;1088;2484
25.08.2021 21:00 - 25.08.2021 22:00;31354;2577;1580;129.15;4550;6946;114;401;2907
25.08.2021 22:00 - 25.08.2021 23:00;29861;2537;1077;123.84;4037;6949;114;293;3224
25.08.2021 23:00 - 26.08.2021 00:00;27921;2569;1618;118.6;3465;6952;115;179;3508
26.08.2021 00:00 - 26.08.2021 01:00;27119;2658;0;123.77;2280;6954;104;76;3220
26.08.2021 01:00 - 26.08.2021 02:00;25762;2174;152;122.91;2050;6955;104;71;2703
26.08.2021 02:00 - 26.08.2021 03:00;24658;2075;414;121.37;1844;6959;104;71;2358
26.08.2021 03:00 - 26.08.2021 04:00;24022;2146;483;120;1846;6961;106;71;2139
26.08.2021 04:00 - 26.08.2021 05:00;23844;2317;602;119.95;1884;6961;104;71;1762
26.08.2021 05:00 - 26.08.2021 06:00;24121;2334;461;121.01;2027;6959;105;71;1506
26.08.2021 06:00 - 26.08.2021 07:00;25884;2730;0;123.45;2508;6959;103;70;1303
26.08.2021 07:00 - 26.08.2021 08:00;27538;2864;0;123.86;3427;6961;103;106;1147
26.08.2021 08:00 - 26.08.2021 09:00;28616;1825;1009;124.65;4229;6964;109;1149;978
26.08.2021 09:00 - 26.08.2021 10:00;30062;1666;1129;123.86;4142;6967;109;4000;720
26.08.2021 10:00 - 26.08.2021 11:00;31143;1060;1340;122.5;3672;6965;111;7375;611
26.08.2021 11:00 - 26.08.2021 12:00;32119;2212;1881;119.95;2361;6961;111;9620;767
26.08.2021 12:00 - 26.08.2021 13:00;32999;2236;1469;120.35;2179;6956;111;10406;796
26.08.2021 13:00 - 26.08.2021 14:00;33793;2223;964;122;2091;6950;111;10651;906
26.08.2021 14:00 - 26.08.2021 15:00;34015;2079;858;122.91;2089;6948;113;10605;1154
26.08.2021 15:00 - 26.08.2021 16:00;33261;2150;2318;120.35;2250;6946;115;10354;1471
