,,SerialNumber,Year,Hours,Price,Filtered Price,Demand,Hydropower,Wind,Photovoltaics,Import,Export,Coal Price in USD,Coal Price,Neutral Gas Price Index,NetConnect Germany Gas Market,CO2 Certificates,Currency US-EU,Availability Nuclear,Availability Lignites,Availabilitiy Gas,Availability Coal,Availability
5-Jan-18,10:00 AM,8867,2018,107,38.95,38.95,68223.25,1833,27971.25,2050.25,2340,9262,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,11:00 AM,8868,2018,108,39.4,39.4,68682.75,1845.25,25202.5,3920,2592,9182,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,12:00 PM,8869,2018,109,41.69,41.69,70275.75,1854.75,23409.5,4364.25,2773,8939,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,1:00 PM,8870,2018,110,43.69,43.69,69993.25,1846.75,20267.75,3484.75,3581,7135,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,2:00 PM,8871,2018,111,44.08,44.08,67850,1819.5,16450.25,2405,3999,4634,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,3:00 PM,8872,2018,112,47.1,47.1,66173.75,1813.25,13265.75,1293.75,4785,2185,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,4:00 PM,8873,2018,113,47.77,47.77,65047,1809.75,11364.75,376.25,4397,2409,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,5:00 PM,8874,2018,114,56.35,56.35,66303,1879,10404,8,4334,1465,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,6:00 PM,8875,2018,115,57.42,57.42,67457.25,1955.5,10083.25,0,3666,1773,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,7:00 PM,8876,2018,116,53.99,53.99,66894.5,1937,10469,0,3356,3098,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,8:00 PM,8877,2018,117,42.36,42.36,64290.5,1916.75,10811,0,3344,4283,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,9:00 PM,8878,2018,118,39.9,39.9,60009,1898.75,10747.25,0,3686,4309,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,10:00 PM,8879,2018,119,39.97,39.97,57025,1890.5,11383.25,0,3652,4189,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
5-Jan-18,11:00 PM,8880,2018,120,36.27,36.27,55636.25,1890,12250.5,0,3329,5626,95.28,78.74380165,19.09,19.08,7.74,1.21,9349.2,16908,9485.6,13912,49654.8
6-Jan-18,12:00 AM,8881,2018,121,29.45,29.45,52240.75,1889.75,12868.5,0,2933,6387,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,1:00 AM,8882,2018,122,28.55,28.55,48852.25,1887.25,13310,0,2170,6786,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,2:00 AM,8883,2018,123,28.18,28.18,46515,1887,13387.75,0,2188,7322,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,3:00 AM,8884,2018,124,27.33,27.33,45002,1881.5,13037,0,2435,7332,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,4:00 AM,8885,2018,125,27.08,27.08,45068.5,1871.75,12811.25,0,2791,5825,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,5:00 AM,8886,2018,126,28.7,28.7,45270,1867.75,11847.25,0,2570,6307,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,6:00 AM,8887,2018,127,30,30,45013,1867.5,11337.75,0,3118,6537,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,7:00 AM,8888,2018,128,31.36,31.36,46376,1879.5,10374,0,4004,6335,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,8:00 AM,8889,2018,129,34.19,34.19,49143,1866.5,9487.25,0.75,3980,5471,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,9:00 AM,8890,2018,130,41.11,41.11,51667.5,1879.25,8369,544.25,4185,4363,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,10:00 AM,8891,2018,131,44,44,54840.25,1881.75,6733.5,2715,3794,4615,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,11:00 AM,8892,2018,132,43.74,43.74,56360.25,1880.25,4930.25,5030,3766,4591,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,12:00 PM,8893,2018,133,44.01,44.01,57922,1881,3633.25,6289.75,3557,4586,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,1:00 PM,8894,2018,134,42.9,42.9,57668.25,1873.5,3057.75,6028.75,4007,2995,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,2:00 PM,8895,2018,135,38.7,38.7,56141.5,1850.5,2695.75,4818.25,4419,1744,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,3:00 PM,8896,2018,136,37.4,37.4,54914.25,1854.75,2674,2857.25,4801,655,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,4:00 PM,8897,2018,137,40.52,40.52,54857,1857.5,2852.5,844,5504,552,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,5:00 PM,8898,2018,138,45.46,45.46,57561.75,1863.25,4607.75,26.5,5522,243,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,6:00 PM,8899,2018,139,49.98,49.98,60397,1868,6155.25,0,5331,128,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,7:00 PM,8900,2018,140,45.9,45.9,60257,1864.75,7167.25,0,4338,2558,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,8:00 PM,8901,2018,141,40.9,40.9,58138.5,1866.5,8404,0,4449,2717,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,9:00 PM,8902,2018,142,33.69,33.69,54503,1859.5,9966.75,0,4505,2632,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,10:00 PM,8903,2018,143,36.26,36.26,52478.75,1857,11130.5,0,3749,5027,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
6-Jan-18,11:00 PM,8904,2018,144,29.03,29.03,50887.75,1851,12434.25,0,3153,6825,95.66,79.71666667,19.14,18.96,7.75,1.2,9362.7,16463.9,9122.2,13073.5,48022.3
7-Jan-18,12:00 AM,8905,2018,145,21.87,21.87,47543.25,1847.25,13088,0,1556,8738,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,1:00 AM,8906,2018,146,15.98,15.98,44578.5,1807.25,13899.75,0,1359,9459,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,2:00 AM,8907,2018,147,15.99,15.99,42778.25,1783.5,14871.75,0,1676,9053,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,3:00 AM,8908,2018,148,14,14,42249.5,1770.75,15803.25,0,2523,6295,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,4:00 AM,8909,2018,149,12.51,12.51,42289.25,1767.75,15624.5,0,3038,4803,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,5:00 AM,8910,2018,150,13.21,13.21,42311.25,1763,14937.25,0,3018,6145,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,6:00 AM,8911,2018,151,12.17,12.17,41376.5,1748,15195,0,3212,6396,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,7:00 AM,8912,2018,152,13.02,13.02,41134.5,1748.25,15744.5,0,3346,6526,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,8:00 AM,8913,2018,153,20.52,20.52,43607.5,1753.25,16242.75,1.25,3329,7025,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,9:00 AM,8914,2018,154,23.22,23.22,46817.25,1754,16182.75,208.25,3024,8243,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,10:00 AM,8915,2018,155,24.81,24.81,51142.25,1774,15568.5,1179.25,2853,8096,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,11:00 AM,8916,2018,156,28.95,28.95,53916,1748,14834.75,2513.5,3014,6714,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,12:00 PM,8917,2018,157,28.96,28.96,56847.5,1749.75,14381.75,3458.5,2755,6576,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,1:00 PM,8918,2018,158,27.08,27.08,56084.75,1741.25,14651.25,3762.25,2677,7544,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,2:00 PM,8919,2018,159,23.46,23.46,54544,1742.75,14707,3248.25,2830,7352,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,3:00 PM,8920,2018,160,23.7,23.7,52834.75,1744.75,14700.75,2048.5,3013,6823,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,4:00 PM,8921,2018,161,27.21,27.21,52837.25,1743,15472.75,572.75,2827,7076,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,5:00 PM,8922,2018,162,30.88,30.88,55924.25,1749,17202.75,8.5,2587,7432,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,6:00 PM,8923,2018,163,34.34,34.34,60063,1749.5,18350.25,0,2908,7819,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,7:00 PM,8924,2018,164,32.33,32.33,60655.25,1722.5,18704.5,0,2935,8297,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,8:00 PM,8925,2018,165,31.44,31.44,58631.75,1711.25,18594.25,0,3085,8028,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,9:00 PM,8926,2018,166,28.94,28.94,55978.75,1705.5,18250,0,2348,8365,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,10:00 PM,8927,2018,167,29.69,29.69,54839,1712,17915.5,0,2202,8541,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
7-Jan-18,11:00 PM,8928,2018,168,27.01,27.01,54221.5,1712.25,17398.75,0,1213,9879,95.66,79.71666667,19.14,18.96,7.71,1.2,9375.9,16707,9011.3,12116,47210.2
8-Jan-18,12:00 AM,8929,2018,1,18.91,18.91,50576,1715.75,17484.5,0,1490,9758,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,1:00 AM,8930,2018,2,15.15,15.15,48247.25,1712.25,17496.5,0,1574,10051,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,2:00 AM,8931,2018,3,15.11,15.11,46801.5,1712,17779.5,0,1713,9762,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,3:00 AM,8932,2018,4,13.42,13.42,46620.5,1708.25,18070.75,0,2319,8065,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,4:00 AM,8933,2018,5,12.91,12.91,47619.5,1709.25,18044.75,0,2512,8117,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,5:00 AM,8934,2018,6,17.1,17.1,49531.25,1717.25,17886.5,0,2249,9767,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,6:00 AM,8935,2018,7,30.03,30.03,54623.5,1718,18344.25,0,1510,9383,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,7:00 AM,8936,2018,8,42.93,42.93,63605,1722,19582,0,1006,8144,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,8:00 AM,8937,2018,9,44.95,44.95,69378.5,1721,20341.75,1,1454,7578,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,9:00 AM,8938,2018,10,42.57,42.57,71540.75,1738.75,20472.25,305,1906,7723,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,10:00 AM,8939,2018,11,41.98,41.98,72597,1737.25,20431.5,1930.25,2239,7693,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,11:00 AM,8940,2018,12,41.54,41.54,73263.75,1745.75,19865,4305.75,2126,8155,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,12:00 PM,8941,2018,13,42.9,42.9,73391,1718,19009.25,6127.5,2064,8356,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,1:00 PM,8942,2018,14,42.9,42.9,72898.5,1723.5,18719.75,6739.5,1961,8397,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,2:00 PM,8943,2018,15,40.91,40.91,72060.75,1713.5,19656.75,6003.5,2148,7959,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,3:00 PM,8944,2018,16,40.97,40.97,71825.75,1717.5,20859,3815.5,2143,8186,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,4:00 PM,8945,2018,17,39.69,39.69,71156.75,1736,23527,1116.75,1889,8465,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,5:00 PM,8946,2018,18,40.26,40.26,73007.25,1754.75,26966.25,27.25,1771,7967,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,6:00 PM,8947,2018,19,37.99,37.99,75923.25,1774.75,29072.25,0,1424,8436,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,7:00 PM,8948,2018,20,31.92,31.92,74878.75,1774.25,30284.5,0,780,9340,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,8:00 PM,8949,2018,21,28.02,28.02,72270,1780.75,30791.25,0,1044,10788,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,9:00 PM,8950,2018,22,22.35,22.35,67637.25,1795.5,30179.25,0,1164,10988,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,10:00 PM,8951,2018,23,22.7,22.7,64770.75,1808.5,30143.25,0,1092,10807,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
8-Jan-18,11:00 PM,8952,2018,24,4.89,4.89,61828.5,1817.75,30222.75,0,1165,9657,95.66,79.71666667,19.14,18.96,7.66,1.2,9370.6,18256.7,9164,12983,49774.3
9-Jan-18,12:00 AM,8953,2018,25,13.09,13.09,56854.5,1835.75,30014.25,0,360,13501,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,1:00 AM,8954,2018,26,12.62,12.62,54054,1846.25,29895,0,462,13731,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,2:00 AM,8955,2018,27,9.79,9.79,52457.5,1859.75,29722.25,0,531,12721,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,3:00 AM,8956,2018,28,4.99,4.99,52194.75,1865.25,30046,0,578,11534,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,4:00 AM,8957,2018,29,9.24,9.24,52911.5,1860.25,30051.75,0,660,10837,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,5:00 AM,8958,2018,30,14.66,14.66,54760.75,1862.25,29884,0,505,11977,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,6:00 AM,8959,2018,31,28.17,28.17,58465.5,1877,28959.75,0,691,10685,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,7:00 AM,8960,2018,32,32.36,32.36,66757.5,1880.75,28089,0,1774,7351,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,8:00 AM,8961,2018,33,32.53,32.53,72317.75,1911.25,26621.75,1.75,1971,6359,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,9:00 AM,8962,2018,34,32.38,32.38,73273.25,1867,25509,450.75,1949,7431,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,10:00 AM,8963,2018,35,32.35,32.35,72989,1877,24009,2278.75,2031,7779,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,11:00 AM,8964,2018,36,34.04,34.04,73021.75,1836.25,22920.5,4383.5,2093,7610,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,12:00 PM,8965,2018,37,35.99,35.99,73032.75,1848.5,21549.25,5862,2196,7249,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,1:00 PM,8966,2018,38,39.58,39.58,72721.5,1862.25,20211.25,6335.25,2461,6686,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,2:00 PM,8967,2018,39,40.62,40.62,71667,1889.25,18974.5,5721.5,2862,5442,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,3:00 PM,8968,2018,40,40.98,40.98,70621,1893.25,18253,3387.25,3326,4694,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,4:00 PM,8969,2018,41,42.88,42.88,69558,1934,18268.5,1003.25,3463,4826,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,5:00 PM,8970,2018,42,44.06,44.06,71019.5,1963,18984.25,28.75,3207,4301,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,6:00 PM,8971,2018,43,42.91,42.91,73433.25,2032.5,18940,0,3275,4083,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,7:00 PM,8972,2018,44,40.98,40.98,72899.75,2042.25,18113.75,0,3355,4248,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,8:00 PM,8973,2018,45,40.9,40.9,70353,2026.75,17244,0,3540,4447,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,9:00 PM,8974,2018,46,38,38,66095.75,1997.75,16148.5,0,4174,2967,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,10:00 PM,8975,2018,47,32.6,32.6,63581.5,1991.75,14856.25,0,4030,3562,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
9-Jan-18,11:00 PM,8976,2018,48,30.61,30.61,60208.75,2009,13411.75,0,4339,2329,96.62,80.51666667,18.91,18.62,7.62,1.2,9369,18582.3,9269.8,13235.5,50456.6
10-Jan-18,12:00 AM,8977,2018,49,30,30,56090.25,1990.75,12504.75,0,4248,3314,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,1:00 AM,8978,2018,50,28.3,28.3,52695.75,1989,10949.75,0,3295,3565,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,2:00 AM,8979,2018,51,27.95,27.95,50445.75,1990.75,10134.75,0,2706,3743,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,3:00 AM,8980,2018,52,26.91,26.91,49318.75,1988.75,9492.25,0,3174,2616,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,4:00 AM,8981,2018,53,26.63,26.63,49623.25,1979.75,9274,0,3407,1710,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,5:00 AM,8982,2018,54,30.91,30.91,51619.25,1990.75,8658.75,0,4348,2099,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,6:00 AM,8983,2018,55,34.87,34.87,56128,1988.5,8093,0,4866,1464,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,7:00 AM,8984,2018,56,45.09,45.09,64172.75,2016.5,7814.5,0,4186,3206,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,8:00 AM,8985,2018,57,49.16,49.16,68717.75,2001.25,8130.25,2.25,4178,2116,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,9:00 AM,8986,2018,58,48.94,48.94,69732.25,2009,8000,521,3561,3454,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,10:00 AM,8987,2018,59,48.04,48.04,69375.25,1992.5,7866.5,2681.75,3077,5229,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,11:00 AM,8988,2018,60,47.78,47.78,69529.25,1909.5,6794,5658.75,3234,5714,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,12:00 PM,8989,2018,61,47.19,47.19,70044.75,1939.25,5495,7830,3065,5869,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,1:00 PM,8990,2018,62,45.24,45.24,69081.25,1915,4142,8588.5,3883,4637,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,2:00 PM,8991,2018,63,47.1,47.1,68607.75,1935.25,3406.25,7119.5,4353,3018,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,3:00 PM,8992,2018,64,47.98,47.98,68400,1921,3214.25,4174.25,5099,1370,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,4:00 PM,8993,2018,65,48.9,48.9,67773,1938.75,3735.25,1231.25,4728,1625,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,5:00 PM,8994,2018,66,51.9,51.9,68865,2019.25,4651.5,21.5,4308,2065,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,6:00 PM,8995,2018,67,52.69,52.69,70899.5,2040.5,5448.75,0,3173,3249,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,7:00 PM,8996,2018,68,49.1,49.1,70650.5,2028.75,5924.5,0,3829,2994,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,8:00 PM,8997,2018,69,44,44,69204.25,1972.5,6123.25,0,4446,2727,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,9:00 PM,8998,2018,70,36.99,36.99,65140.5,1987.25,5901.25,0,4442,2611,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,10:00 PM,8999,2018,71,38.43,38.43,62157.5,2003,4804,0,4198,2922,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
10-Jan-18,11:00 PM,9000,2018,72,37.9,37.9,59005,1993.25,3782.75,0,4348,2538,96.59,81.16806723,18.98,18.92,7.75,1.19,9368.7,18419,9259.5,12163,49210.2
11-Jan-18,12:00 AM,9001,2018,73,37.33,37.33,54951.75,1963.25,2888.75,0,4051,3711,95.28,79.4,19.42,19.37,7.86,1.2,9375.3,18210,9190.4,13831.2,50606.9
11-Jan-18,1:00 AM,9002,2018,74,36.3,36.3,51839,1963.75,2266,0,4578,2239,95.28,79.4,19.42,19.37,7.86,1.2,9375.3,18210,9190.4,13831.2,50606.9
