,,SerialNumber,Year,Hours,Price,Filtered Price,Demand,Hydropower,Wind,Photovoltaics,Import,Export,Coal Price in USD,Coal Price,Neutral Gas Price Index,NetConnect Germany Gas Market,CO2 Certificates,Currency US-EU,Availability Nuclear,Availability Lignites,Availabilitiy Gas,Availability Coal,Availability
11-Jan-17,9:00 PM,262,2017,70,31.83,31.83,69086.25,1162,31627.25,0,3427,10308,87.13,82.19811321,19.23,19.82,5.49,1.06,8779.1,19587.1,8806.3,13090.2,50262.7
11-Jan-17,10:00 PM,263,2017,71,26.27,26.27,65905.25,1179.25,31519,0,2867,9834,87.13,82.19811321,19.23,19.82,5.49,1.06,8779.1,19587.1,8806.3,13090.2,50262.7
11-Jan-17,11:00 PM,264,2017,72,11.68,11.68,62771.25,1221.5,30824.25,0,3118,11076,87.13,82.19811321,19.23,19.82,5.49,1.06,8779.1,19587.1,8806.3,13090.2,50262.7
12-Jan-17,12:00 AM,265,2017,73,12.12,12.12,58443.5,1173.75,31092.25,0,3420,12099,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,1:00 AM,266,2017,74,9.83,9.83,55662.75,1194.25,31124.25,0,3418,12655,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,2:00 AM,267,2017,75,9.02,9.02,53453.25,1175.75,30781.75,0,3566,13255,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,3:00 AM,268,2017,76,9.27,9.27,52825.25,1206,30345,0,3608,13120,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,4:00 AM,269,2017,77,9.84,9.84,53116.75,1177.5,30065.5,0,3766,12749,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,5:00 AM,270,2017,78,10.55,10.55,55039.5,1175.5,29751,0,3653,12253,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,6:00 AM,271,2017,79,28.29,28.29,58129.25,1167.75,29901.25,0,3553,11772,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,7:00 AM,272,2017,80,40.02,40.02,66861,1134.75,30680.75,0,3203,9388,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,8:00 AM,273,2017,81,40.07,40.07,72320.5,1146.5,30176.5,2.5,3174,9549,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,9:00 AM,274,2017,82,38.2,38.2,74074.75,1159.25,30007.75,189,3211,10105,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,10:00 AM,275,2017,83,38.61,38.61,73671.5,1175.5,29737.25,1252.5,3408,9883,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,11:00 AM,276,2017,84,38.43,38.43,74742.75,1202.75,29586.75,2769,3363,10289,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,12:00 PM,277,2017,85,36.7,36.7,75092.5,1164.75,29791,3665.25,3269,9980,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,1:00 PM,278,2017,86,39.61,39.61,74658,1143.5,29288.25,3996.75,3375,10334,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,2:00 PM,279,2017,87,40.05,40.05,74097.75,1153.5,27809.75,3252.75,3509,10621,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,3:00 PM,280,2017,88,45.32,45.32,72483.5,1181.25,25063.25,1999.75,3234,10630,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,4:00 PM,281,2017,89,46.98,46.98,71401.75,1172.75,23109.5,689,3387,10207,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,5:00 PM,282,2017,90,57.09,57.09,71958.75,1174.25,20598.25,47.5,3270,8998,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,6:00 PM,283,2017,91,57.13,57.13,73888,1185.25,18289,0,3061,8485,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,7:00 PM,284,2017,92,57.05,57.05,72729.5,1161.25,15978.25,0,3273,8871,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,8:00 PM,285,2017,93,45.01,45.01,69756.25,1130,15175.5,0,3684,9510,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,9:00 PM,286,2017,94,40.09,40.09,65360,1160.5,14899.75,0,3724,9783,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,10:00 PM,287,2017,95,37.89,37.89,62425.75,1150,14416.75,0,3689,10246,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
12-Jan-17,11:00 PM,288,2017,96,33.07,33.07,59227.5,1152,14323,0,3555,10337,90.53,86.21904762,20.01,20.23,5.51,1.05,8040.1,19610.1,8915.5,13488.2,50053.9
13-Jan-17,12:00 AM,289,2017,97,35.19,35.19,55356.75,1144.75,15173,0,3812,10114,89.3,83.45794393,20.57,20.84,5.03,1.07,8174.9,19580.5,8873.9,14341.4,50970.7
13-Jan-17,1:00 AM,290,2017,98,33.44,33.44,52291.75,1153.5,16228.5,0,3798,10547,89.3,83.45794393,20.57,20.84,5.03,1.07,8174.9,19580.5,8873.9,14341.4,50970.7
13-Jan-17,2:00 AM,291,2017,99,32.44,32.44,51272.5,1164,17412.75,0,3691,10252,89.3,83.45794393,20.57,20.84,5.03,1.07,8174.9,19580.5,8873.9,14341.4,50970.7
13-Jan-17,3:00 AM,292,2017,100,29.8,29.8,51314.75,1173,17887.25,0,3760,10444,89.3,83.45794393,20.57,20.84,5.03,1.07,8174.9,19580.5,8873.9,14341.4,50970.7
